Time,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in
12:19:03,902.6,920.08,24,854,874.78,23.75
12:19:04,904.6,922.12,24,853.7,870.23,24
12:19:05,899.6,908.23,24.5,853.6,878.64,23.5
12:19:06,903.3,916.36,24.25,853.3,869.83,24
12:19:07,901.3,909.94,24.5,854.5,871.05,24
12:19:08,902.4,911.06,24.5,855,871.56,24
12:19:09,902,910.65,24.5,854.1,870.64,24
12:19:10,902.6,911.26,24.5,854.4,883.79,23.25
12:19:11,903.8,921.3,24,854.3,870.85,24
12:19:12,900,913.01,24.25,855,875.8,23.75
12:19:13,902.7,924.66,23.75,854.2,870.74,24
12:19:14,901.9,914.94,24.25,855.1,875.9,23.75
12:19:15,899.3,912.3,24.25,855.2,871.76,24
12:19:16,902.6,915.65,24.25,853.7,870.23,24
12:19:17,902.6,915.65,24.25,855.2,871.76,24
12:19:18,902,919.47,24,854.1,874.88,23.75
12:19:19,902,919.47,24,854.8,875.6,23.75
12:19:20,903.9,916.97,24.25,854.4,879.46,23.5
12:19:21,905.3,918.39,24.25,854.2,870.74,24
12:19:22,900,913.01,24.25,855.7,876.52,23.75
12:19:23,901.3,918.76,24,854.2,870.74,24
12:19:24,903.9,916.97,24.25,854,870.54,24
12:19:25,902,910.65,24.5,855.1,880.19,23.5
12:19:26,902.4,924.35,23.75,855.3,876.11,23.75
12:19:27,901.4,914.43,24.25,854.5,888.25,23
12:19:28,900.6,922.51,23.75,854.8,871.36,24
12:19:29,901.8,919.27,24,855.3,876.11,23.75
12:19:30,901.1,914.13,24.25,855.3,880.39,23.5
12:19:31,901.2,918.65,24,855.2,876.01,23.75
12:19:32,901.9,919.37,24,854.5,879.57,23.5
12:19:33,903.4,916.46,24.25,854.2,870.74,24
12:19:34,902,919.47,24,855.5,876.31,23.75
12:19:35,900.8,922.71,23.75,855.6,867.97,24.25
12:19:36,901.9,923.84,23.75,855.5,867.87,24.25
12:19:36,901.2,914.23,24.25,854.5,871.05,24
12:19:37,901.9,914.94,24.25,855.2,876.01,23.75
12:19:38,902,915.04,24.25,854.3,879.36,23.5
12:19:39,901.8,914.84,24.25,855.3,880.39,23.5
12:19:40,900.9,918.35,24,855.3,871.87,24
12:19:41,903.1,920.59,24,854.1,883.48,23.25
12:19:42,901.5,914.53,24.25,855,871.56,24
12:19:43,901.8,919.27,24,854.1,874.88,23.75
12:19:44,903.3,920.8,24,854.1,870.64,24
12:19:45,904.5,917.58,24.25,855.6,867.97,24.25
12:19:46,901.9,919.37,24,854.7,867.06,24.25
12:19:47,901.7,914.73,24.25,855.9,881.01,23.5
12:19:48,902.4,928.87,23.5,854.8,871.36,24
12:19:49,901.8,919.27,24,854.5,879.57,23.5
12:19:50,902,919.47,24,854.8,871.36,24
12:19:51,903.9,916.97,24.25,854.8,875.6,23.75
12:19:52,901.7,919.16,24,855.6,872.17,24
12:19:53,901.4,914.43,24.25,854.8,875.6,23.75
12:19:54,899.9,926.3,23.5,855.7,885.13,23.25
12:19:55,904.5,926.5,23.75,854.7,875.49,23.75
12:19:56,899.3,916.72,24,856.3,877.13,23.75
12:19:57,900.7,918.14,24,855.8,872.38,24
12:19:58,900.1,922,23.75,855.9,872.48,24
12:19:59,900.7,918.14,24,855.7,868.07,24.25
12:20:00,903.2,916.26,24.25,856.3,877.13,23.75
12:20:01,902.7,920.18,24,855.3,880.39,23.5
12:20:02,900.8,918.25,24,855.8,880.91,23.5
12:20:03,901.3,918.76,24,855.9,872.48,24
12:20:04,902.8,920.29,24,855.7,880.8,23.5
12:20:05,901.9,923.84,23.75,855.8,868.17,24.25
12:20:06,901.9,923.84,23.75,855.3,876.11,23.75
12:20:07,902.5,924.46,23.75,855.5,876.31,23.75
12:20:08,901.4,918.86,24,855.3,889.09,23
12:20:09,899.4,925.78,23.5,855.8,876.62,23.75
12:20:10,900,917.43,24,856.6,873.19,24
12:20:11,901.9,919.37,24,855.4,876.21,23.75
12:20:12,901.1,927.53,23.5,856.9,877.75,23.75
12:20:13,903.8,921.3,24,855.2,871.76,24
12:20:14,902.5,919.98,24,855.5,876.31,23.75
12:20:15,901.5,923.43,23.75,856.2,877.03,23.75
12:20:16,901.3,918.76,24,855.7,872.27,24
12:20:17,900.7,918.14,24,856.6,877.44,23.75
12:20:17,901.3,923.23,23.75,855.7,872.27,24
12:20:18,901.8,919.27,24,856.2,881.32,23.5
12:20:19,902.5,919.98,24,856,876.82,23.75
12:20:20,899.1,925.48,23.5,857.1,882.24,23.5
12:20:21,903.9,930.42,23.5,855.8,889.6,23
12:20:22,898.6,916,24,856.8,877.64,23.75
12:20:24,903.8,925.79,23.75,855.3,884.72,23.25
12:20:24,903.1,925.07,23.75,856,881.11,23.5
12:20:25,901.9,919.37,24,855.5,867.87,24.25
12:20:26,902.1,933.13,23.25,855.7,876.52,23.75
12:20:27,900.8,922.71,23.75,855.7,872.27,24
12:20:28,900.8,922.71,23.75,856.4,872.99,24
12:20:29,899.9,921.79,23.75,857.5,869.9,24.25
12:20:30,901.7,928.15,23.5,856.7,877.54,23.75
12:20:31,900.6,918.04,24,856.1,876.93,23.75
12:20:32,901.8,919.27,24,856.8,873.39,24
12:20:33,901.2,923.12,23.75,856.1,868.48,24.25
12:20:34,899.3,925.68,23.5,857.2,873.8,24
12:20:35,901.4,923.33,23.75,856.7,877.54,23.75
12:20:36,900.5,913.52,24.25,857.8,882.96,23.5
12:20:37,900,913.01,24.25,857,869.39,24.25
12:20:38,903.9,925.89,23.75,855.7,872.27,24
12:20:39,898.7,920.56,23.75,857.1,873.7,24
12:20:40,902.6,933.64,23.25,856,872.58,24
12:20:41,902.6,924.56,23.75,856.4,877.23,23.75
12:20:42,902.7,924.66,23.75,855.8,868.17,24.25
12:20:43,900.7,922.61,23.75,856.3,877.13,23.75
12:20:44,900,926.4,23.5,857,869.39,24.25
12:20:45,901.5,923.43,23.75,857.1,882.24,23.5
12:20:46,903.2,920.69,24,856.1,872.68,24
12:20:47,899.9,917.33,24,857.5,874.11,24
12:20:48,900.3,926.71,23.5,857.7,878.57,23.75
12:20:49,902.7,924.66,23.75,856.1,881.21,23.5
12:20:50,903.9,925.89,23.75,856,868.37,24.25
12:20:51,901.8,919.27,24,856.8,873.39,24
12:20:52,899.4,921.28,23.75,857.5,878.36,23.75
12:20:53,900.1,922,23.75,857.8,874.41,24
12:20:54,899.3,921.18,23.75,857.9,874.52,24
12:20:55,902,910.65,24.5,856.9,877.75,23.75
12:20:56,899.9,917.33,24,857.7,878.57,23.75
12:20:57,903.8,921.3,24,856.8,873.39,24
12:20:58,899.3,916.72,24,857.7,878.57,23.75
12:20:59,899.4,916.82,24,857.8,882.96,23.5
12:21:00,900.1,922,23.75,858.3,874.92,24
12:21:00,901.8,914.84,24.25,857.6,878.46,23.75
12:21:01,902.3,928.77,23.5,857.3,878.16,23.75
12:21:02,898.7,911.69,24.25,858.6,879.49,23.75
12:21:03,902.6,924.56,23.75,857.2,878.05,23.75
12:21:04,900.7,918.14,24,857.5,878.36,23.75
12:21:05,901.2,927.64,23.5,857.7,870.1,24.25
12:21:06,901.8,928.26,23.5,857.8,874.41,24
12:21:07,900.7,918.14,24,858.1,874.72,24
12:21:08,899.7,926.09,23.5,858.1,878.98,23.75
12:21:09,902,919.47,24,857.6,874.21,24
12:21:10,901.8,919.27,24,858.1,874.72,24
12:21:11,903.7,925.69,23.75,857,873.6,24
12:21:12,899.4,921.28,23.75,858.6,883.79,23.5
12:21:13,903.2,920.69,24,856.6,873.19,24
12:21:14,900,921.9,23.75,858.6,875.23,24
12:21:15,902.4,924.35,23.75,857,886.48,23.25
12:21:16,903.8,925.79,23.75,857.5,878.36,23.75
12:21:17,900,921.9,23.75,858.6,871.01,24.25
12:21:18,903.1,925.07,23.75,857.5,869.9,24.25
12:21:19,903.1,925.07,23.75,858.1,878.98,23.75
12:21:20,900,921.9,23.75,858.4,870.81,24.25
12:21:21,900.6,927.02,23.5,857.5,882.66,23.5
12:21:22,899.5,916.92,24,859.8,880.72,23.75
12:21:23,900,921.9,23.75,858.5,883.69,23.5
12:21:24,903.8,921.3,24,858.4,879.28,23.75
12:21:25,899.9,935.45,23,858.5,875.13,24
12:21:26,900.4,926.81,23.5,859,879.9,23.75
12:21:27,899.3,921.18,23.75,858.2,874.82,24
12:21:28,901.9,923.84,23.75,857.8,874.41,24
12:21:29,903.9,925.89,23.75,857.2,878.05,23.75
12:21:30,902,923.94,23.75,858.7,879.59,23.75
12:21:31,901.8,919.27,24,858.5,875.13,24
12:21:32,900,921.9,23.75,858.6,875.23,24
12:21:33,900.7,922.61,23.75,858.2,870.61,24.25
12:21:34,903.4,925.38,23.75,857.9,874.52,24
12:21:35,901.2,923.12,23.75,857.7,882.86,23.5
12:21:36,903.1,925.07,23.75,857.6,870,24.25
12:21:37,903.1,925.07,23.75,857.9,874.52,24
12:21:38,902,937.63,23,857.6,874.21,24
12:21:39,899.3,921.18,23.75,858.7,883.89,23.5
12:21:40,901.1,932.09,23.25,858.2,874.82,24
12:21:41,898.6,920.46,23.75,858.9,875.54,24
12:21:42,899.4,916.82,24,858.5,875.13,24
12:21:43,902.5,933.54,23.25,856.8,869.19,24.25
12:21:44,903.2,925.17,23.75,857.3,873.9,24
12:21:44,901.8,923.74,23.75,858.3,879.18,23.75
12:21:45,904.4,926.4,23.75,856.8,869.19,24.25
12:21:46,901.8,919.27,24,858.4,870.81,24.25
12:21:47,900.7,922.61,23.75,858.8,875.43,24
12:21:48,899.5,916.92,24,859.2,875.84,24
12:21:49,903.9,934.99,23.25,858.5,875.13,24
12:21:50,903.4,925.38,23.75,857.7,882.86,23.5
12:21:51,900.3,926.71,23.5,859.9,876.55,24
12:21:52,902,919.47,24,858.4,879.28,23.75
12:21:53,902.4,928.87,23.5,857.8,878.67,23.75
12:21:54,901.4,923.33,23.75,858.9,879.8,23.75
12:21:55,901.2,927.64,23.5,859,888.54,23.25
12:21:56,902.4,928.87,23.5,858.5,879.39,23.75
12:21:57,903.1,934.16,23.25,857.7,870.1,24.25
12:21:58,898.6,920.46,23.75,859.5,876.15,24
12:21:59,899.2,934.72,23,859.9,880.82,23.75
12:22:00,901.2,932.2,23.25,858.8,879.69,23.75
12:22:01,901.3,927.74,23.5,859,879.9,23.75
12:22:02,898.7,929.61,23.25,860.1,876.76,24
12:22:03,895.3,917.08,23.75,860,880.92,23.75
12:22:04,901.1,927.53,23.5,858.9,875.54,24
12:22:05,899.4,921.28,23.75,859.1,875.74,24
12:22:06,899.9,921.79,23.75,860.4,877.06,24
12:22:07,899.3,925.68,23.5,859.7,876.35,24
12:22:08,903.8,921.3,24,858.6,883.79,23.5
12:22:09,900.5,922.41,23.75,860,872.43,24.25
12:22:10,901.3,932.3,23.25,858.3,874.92,24
12:22:11,903.7,921.2,24,859,879.9,23.75
12:22:12,905.9,927.94,23.75,857,873.6,24
12:22:13,902.5,924.46,23.75,859,879.9,23.75
12:22:14,904.3,930.83,23.5,858.8,875.43,24
12:22:15,903.2,925.17,23.75,858,874.62,24
12:22:16,903.1,920.59,24,858.4,879.28,23.75
12:22:17,900,921.9,23.75,859.4,876.04,24
12:22:18,904.4,926.4,23.75,858.8,879.69,23.75
12:22:19,899.3,921.18,23.75,859.8,885.02,23.5
12:22:20,902.5,924.46,23.75,858.8,875.43,24
12:22:21,903.8,925.79,23.75,859.5,871.92,24.25
12:22:22,901.8,919.27,24,859.3,875.94,24
12:22:23,903.2,934.26,23.25,859.2,884.41,23.5
12:22:24,901.7,923.64,23.75,860.6,881.54,23.75
12:22:25,902.5,924.46,23.75,859.3,871.72,24.25
12:22:26,904.3,930.83,23.5,859.1,875.74,24
12:22:26,899.5,916.92,24,860.5,877.17,24
12:22:27,901.5,923.43,23.75,858.1,874.72,24
12:22:28,899.9,921.79,23.75,860.5,890.1,23.25
12:22:29,899.8,921.69,23.75,861,890.61,23.25
12:22:31,895.6,917.39,23.75,860.7,885.95,23.5
12:22:31,902.3,919.78,24,859.3,871.72,24.25
12:22:32,899.8,930.75,23.25,860.3,876.96,24
12:22:33,900.7,927.12,23.5,860.9,873.35,24.25
12:22:34,903.1,925.07,23.75,859.5,876.15,24
12:22:35,899.7,926.09,23.5,861,881.95,23.75
12:22:36,903.1,929.59,23.5,860.2,881.13,23.75
12:22:37,902.6,933.64,23.25,859.6,880.51,23.75
12:22:38,898.8,920.67,23.75,861.1,882.05,23.75
12:22:39,900.6,922.51,23.75,859.9,880.82,23.75
12:22:40,900.6,931.57,23.25,860.6,873.04,24.25
12:22:41,900.8,922.71,23.75,860.7,881.64,23.75
12:22:42,901.1,918.55,24,860,885.23,23.5
12:22:43,900.5,922.41,23.75,860.6,881.54,23.75
12:22:44,900.5,931.47,23.25,861.3,882.25,23.75
12:22:45,901.1,923.02,23.75,860.4,877.06,24
12:22:46,901.2,923.12,23.75,860.5,877.17,24
12:22:47,899.8,921.69,23.75,861.1,886.36,23.5
12:22:48,900.1,922,23.75,860.7,877.37,24
12:22:49,901.1,918.55,24,859.7,880.61,23.75
12:22:50,900.7,927.12,23.5,861.6,878.29,24
12:22:51,902.6,929.08,23.5,860.8,877.47,24
12:22:52,904.3,926.3,23.75,859.9,872.33,24.25
12:22:53,899.1,916.51,24,862,887.29,23.5
12:22:54,900.5,922.41,23.75,862.2,883.18,23.75
12:22:55,900.6,918.04,24,861.6,874.06,24.25
12:22:56,903.7,921.2,24,861.1,882.05,23.75
12:22:57,902.2,924.15,23.75,861.5,882.46,23.75
12:22:58,902.6,929.08,23.5,860.8,877.47,24
12:22:59,903,929.49,23.5,860.8,881.74,23.75
12:23:00,900.5,936.07,23,862,878.7,24
12:23:01,898.8,920.67,23.75,862.2,878.9,24
12:23:02,898.6,929.51,23.25,862.7,883.69,23.75
12:23:03,899.3,925.68,23.5,861.5,878.19,24
12:23:04,900.1,922,23.75,861.8,878.49,24
12:23:05,897.9,915.29,24,862.5,879.2,24
12:23:06,903.8,925.79,23.75,860.6,881.54,23.75
12:23:07,903.8,925.79,23.75,861.1,877.78,24
12:23:08,902.4,924.35,23.75,860.5,877.17,24
12:23:09,898.7,920.56,23.75,862.6,887.91,23.5
12:23:10,902.6,920.08,24,861.2,886.46,23.5
12:23:10,899.8,921.69,23.75,862.6,879.31,24
12:23:11,900.7,927.12,23.5,862.1,878.8,24
12:23:12,899.3,925.68,23.5,862.1,878.8,24
12:23:13,899.3,921.18,23.75,862.4,887.7,23.5
12:23:14,903.1,920.59,24,861,886.26,23.5
12:23:15,899.9,917.33,24,861.9,878.59,24
12:23:16,899.3,925.68,23.5,862.1,878.8,24
12:23:17,900.6,922.51,23.75,861.9,882.87,23.75
12:23:18,902.6,924.56,23.75,861.5,886.77,23.5
12:23:19,900.6,922.51,23.75,862.1,878.8,24
12:23:20,903.8,925.79,23.75,861,877.68,24
12:23:21,902.5,928.98,23.5,861.5,873.95,24.25
12:23:22,902.5,924.46,23.75,861.9,874.36,24.25
12:23:23,902.1,933.13,23.25,861.7,878.39,24
12:23:24,899.3,921.18,23.75,863,883.99,23.75
12:23:25,902.4,928.87,23.5,862.4,879.1,24
12:23:26,901.8,919.27,24,861.5,878.19,24
12:23:27,899.4,925.78,23.5,863.7,884.71,23.75
12:23:28,900,926.4,23.5,862.8,879.51,24
12:23:29,904.5,926.5,23.75,861.8,882.77,23.75
12:23:30,899.2,925.58,23.5,862.7,879.41,24
12:23:31,903.1,920.59,24,862.2,883.18,23.75
12:23:32,903.1,925.07,23.75,862,878.7,24
12:23:33,898.7,916.11,24,863.1,879.82,24
12:23:34,899.3,921.18,23.75,863.3,884.3,23.75
12:23:35,899.4,930.33,23.25,863.1,888.42,23.5
12:23:36,899.2,916.62,24,863,883.99,23.75
12:23:37,902.3,924.25,23.75,862.4,879.1,24
12:23:38,902.4,924.35,23.75,862.5,879.2,24
12:23:39,899.5,916.92,24,863.8,893.51,23.25
12:23:40,900,921.9,23.75,861.9,882.87,23.75
12:23:41,904.4,926.4,23.75,861.7,882.66,23.75
12:23:42,901.2,923.12,23.75,862.4,883.38,23.75
12:23:43,902.3,928.77,23.5,862.7,883.69,23.75
12:23:44,900.7,922.61,23.75,863.1,875.58,24.25
12:23:45,901.1,918.55,24,862.5,883.48,23.75
12:23:46,901,922.92,23.75,862.9,883.89,23.75
12:23:47,902.4,933.44,23.25,863.2,884.2,23.75
12:23:48,903.8,925.79,23.75,862,878.7,24
12:23:49,901.8,919.27,24,862.9,879.61,24
12:23:50,899.1,916.51,24,864,889.35,23.5
12:23:51,902.6,924.56,23.75,862.2,883.18,23.75
12:23:52,901.1,918.55,24,863.3,884.3,23.75
12:23:53,900.7,918.14,24,864.1,885.12,23.75
12:23:54,901.2,927.64,23.5,863.2,884.2,23.75
12:23:54,903,934.06,23.25,863.5,888.83,23.5
12:23:55,901.2,923.12,23.75,863.3,884.3,23.75
12:23:56,899.4,930.33,23.25,864.3,885.33,23.75
12:23:57,901.7,923.64,23.75,862.4,887.7,23.5
12:23:58,900,917.43,24,863.4,880.12,24
12:23:59,902,923.94,23.75,863.1,879.82,24
12:24:00,901.9,919.37,24,863.7,889.04,23.5
12:24:01,901.9,923.84,23.75,862.6,879.31,24
12:24:02,898.6,924.96,23.5,863.8,884.81,23.75
12:24:03,901.8,923.74,23.75,863.4,880.12,24
12:24:04,900.5,926.92,23.5,864.1,880.84,24
12:24:05,902.6,920.08,24,863.4,880.12,24
12:24:06,900.6,927.02,23.5,864,885.02,23.75
12:24:07,902.9,924.87,23.75,863.3,875.78,24.25
12:24:08,899.8,921.69,23.75,864.2,880.94,24
12:24:09,901.3,918.76,24,864,876.49,24.25
12:24:10,901.1,927.53,23.5,862.9,879.61,24
12:24:11,902.7,920.18,24,863,879.71,24
12:24:12,900.6,922.51,23.75,864.7,877.2,24.25
12:24:13,901.3,923.23,23.75,864,893.72,23.25
12:24:14,901.6,919.06,24,864.1,885.12,23.75
12:24:15,901.7,919.16,24,863,879.71,24
12:24:16,903.1,925.07,23.75,863,883.99,23.75
12:24:17,900.7,918.14,24,863.4,884.4,23.75
12:24:18,901.2,932.2,23.25,863.7,880.43,24
12:24:19,900.7,931.68,23.25,864.5,889.86,23.5
12:24:20,902.5,928.98,23.5,863.7,880.43,24
12:24:21,902.4,919.88,24,864.8,885.84,23.75
12:24:22,899.3,921.18,23.75,864,876.49,24.25
12:24:23,899.3,925.68,23.5,864.3,876.79,24.25
12:24:24,900,921.9,23.75,864.7,881.45,24
12:24:25,903.7,930.21,23.5,863.2,884.2,23.75
12:24:26,903.8,925.79,23.75,863.7,880.43,24
12:24:27,903.6,925.58,23.75,863.2,879.92,24
12:24:28,899.9,917.33,24,864.9,890.27,23.5
12:24:29,898.7,916.11,24,864.8,877.3,24.25
12:24:30,898.7,916.11,24,864.3,876.79,24.25
12:24:31,902.6,924.56,23.75,863,883.99,23.75
12:24:32,904.3,926.3,23.75,862.6,875.07,24.25
12:24:33,902,928.46,23.5,863.7,884.71,23.75
12:24:34,901.9,928.36,23.5,863.6,880.33,24
12:24:35,901.8,937.42,23,864.5,885.53,23.75
12:24:36,900.6,936.17,23,863.2,892.89,23.25
12:24:37,903.5,930.01,23.5,863.8,876.29,24.25
12:24:37,901.3,923.23,23.75,863.7,880.43,24
12:24:38,896.3,922.59,23.5,865.3,886.35,23.75
12:24:39,900,930.95,23.25,865,881.75,24
12:24:40,901.3,923.23,23.75,864.1,885.12,23.75
12:24:41,901.2,923.12,23.75,864.8,881.55,24
12:24:43,902.7,924.66,23.75,864.7,872.99,24.5
12:24:43,902.6,920.08,24,863.5,880.22,24
12:24:44,899.3,930.23,23.25,864.7,885.74,23.75
12:24:45,900.1,926.51,23.5,865,881.75,24
12:24:46,901.3,927.74,23.5,863.4,880.12,24
12:24:47,903.1,934.16,23.25,865,881.75,24
12:24:49,902.6,929.08,23.5,864.9,885.94,23.75
12:24:49,903.3,925.28,23.75,864.5,885.53,23.75
12:24:50,902,928.46,23.5,865.7,895.47,23.25
12:24:51,902.6,933.64,23.25,865.5,882.26,24
12:24:52,903.7,934.78,23.25,865.2,877.71,24.25
12:24:53,902.6,924.56,23.75,864.7,898.86,23
12:24:54,901.2,932.2,23.25,865.2,890.58,23.5
12:24:55,902.6,924.56,23.75,864.7,885.74,23.75
12:24:56,902.1,928.56,23.5,865.5,886.56,23.75
12:24:57,900.7,918.14,24,865,886.04,23.75
12:24:58,900.6,922.51,23.75,866.1,887.17,23.75
12:24:59,901,927.43,23.5,865.7,882.47,24
12:25:00,901.3,918.76,24,865.4,882.16,24
12:25:01,901.2,927.64,23.5,865.4,886.45,23.75
12:25:02,900.5,922.41,23.75,866.2,891.61,23.5
12:25:03,900.5,922.41,23.75,866,882.77,24
12:25:04,900.5,926.92,23.5,865.6,882.36,24
12:25:05,900.6,922.51,23.75,865.8,882.57,24
12:25:06,899.8,926.2,23.5,865.9,895.68,23.25
12:25:07,900.6,918.04,24,866,882.77,24
12:25:08,901.2,923.12,23.75,865.8,886.86,23.75
12:25:09,901.1,927.53,23.5,865.5,890.89,23.5
12:25:10,901.2,923.12,23.75,865.7,882.47,24
12:25:11,900.5,926.92,23.5,866.2,882.98,24
12:25:12,899.2,916.62,24,866.6,879.13,24.25
12:25:13,901.1,918.55,24,866.1,882.87,24
12:25:14,901.3,918.76,24,865.6,886.66,23.75
12:25:15,899.9,921.79,23.75,866.5,883.28,24
12:25:16,899.9,926.3,23.5,866.4,887.48,23.75
12:25:17,901.3,923.23,23.75,866.1,887.17,23.75
12:25:18,901.9,923.84,23.75,865.9,878.42,24.25
12:25:19,902.6,929.08,23.5,865.9,882.67,24
12:25:19,902.4,924.35,23.75,865.7,882.47,24
12:25:20,898.7,929.61,23.25,867.3,884.1,24
12:25:21,899.8,921.69,23.75,866.7,887.78,23.75
12:25:22,901.7,928.15,23.5,867.6,893.05,23.5
12:25:23,901.2,923.12,23.75,866,882.77,24
12:25:24,902,923.94,23.75,866.2,882.98,24
12:25:25,901.6,928.05,23.5,869,885.83,24
12:25:26,900,917.43,24,867.6,888.71,23.75
12:25:27,900.4,926.81,23.5,868.5,889.63,23.75
12:25:28,903.1,934.16,23.25,866.6,879.13,24.25
12:25:29,899.3,916.72,24,867.8,888.91,23.75
12:25:30,901.8,923.74,23.75,868.5,902.81,23
12:25:31,899.7,921.59,23.75,867.3,897.13,23.25
12:25:32,903.8,925.79,23.75,866.4,887.48,23.75
12:25:33,898.7,925.06,23.5,868.7,885.52,24
12:25:34,901.3,927.74,23.5,867.3,884.1,24
12:25:35,901.1,927.53,23.5,866.2,882.98,24
12:25:36,900.4,931.37,23.25,867.3,879.84,24.25
12:25:37,900,930.95,23.25,867.4,884.2,24
12:25:38,901.1,923.02,23.75,867.4,892.85,23.5
12:25:39,903.3,920.8,24,866.6,887.68,23.75
12:25:41,902.3,928.77,23.5,866.5,883.28,24
12:25:41,900.9,918.35,24,867.9,884.71,24
12:25:42,898.1,919.95,23.75,869.1,885.93,24
12:25:43,901.3,918.76,24,866.9,887.99,23.75
12:25:44,900,930.95,23.25,867.8,884.61,24
12:25:45,900.7,922.61,23.75,868,884.81,24
12:25:46,903.1,925.07,23.75,867.4,884.2,24
12:25:47,902.5,924.46,23.75,866.5,891.92,23.5
12:25:48,903.8,921.3,24,867.4,892.85,23.5
12:25:49,899.3,921.18,23.75,868.7,889.83,23.75
12:25:50,898.5,924.86,23.5,868.5,885.32,24
12:25:51,901.8,928.26,23.5,869,885.83,24
12:25:52,900.6,922.51,23.75,868.5,885.32,24
12:25:53,898.7,925.06,23.5,868.4,889.53,23.75
12:25:54,902.6,924.56,23.75,868.1,884.91,24
12:25:55,903.6,930.11,23.5,870.9,892.09,23.75
12:25:56,901.6,928.05,23.5,868.4,885.22,24
12:25:57,898.7,929.61,23.25,868.6,885.42,24
12:25:58,903.2,925.17,23.75,867.6,880.14,24.25
12:25:59,902.6,924.56,23.75,868.8,881.36,24.25
12:26:00,901.1,927.53,23.5,868,902.29,23
12:26:01,901.2,927.64,23.5,868.4,889.53,23.75
12:26:02,903,920.49,24,867.9,884.71,24
12:26:02,899.3,921.18,23.75,868.3,893.77,23.5
12:26:03,899.1,920.97,23.75,867.9,880.45,24.25
12:26:04,900,921.9,23.75,868.7,885.52,24
12:26:05,899.3,916.72,24,868.5,885.32,24
12:26:06,901.2,923.12,23.75,867.9,889.01,23.75
12:26:07,901.3,923.23,23.75,868.6,889.73,23.75
12:26:08,900.5,922.41,23.75,869.1,890.24,23.75
12:26:09,902.5,919.98,24,868.9,881.46,24.25
12:26:10,900.7,918.14,24,869.1,890.24,23.75
12:26:11,899.7,926.09,23.5,869,890.14,23.75
12:26:12,900.7,922.61,23.75,868.9,885.73,24
12:26:13,900.6,922.51,23.75,869,885.83,24
12:26:14,900.5,917.94,24,868.8,885.63,24
12:26:15,900,930.95,23.25,869.8,890.96,23.75
12:26:16,900.6,927.02,23.5,869.4,890.55,23.75
12:26:17,900.7,918.14,24,870.2,887.05,24
12:26:18,900.3,931.26,23.25,868.6,881.16,24.25
12:26:19,901.2,918.65,24,869.4,890.55,23.75
12:26:20,900.6,922.51,23.75,869,885.83,24
12:26:21,900.6,927.02,23.5,868.6,885.42,24
12:26:22,901.2,918.65,24,869,885.83,24
12:26:23,901,922.92,23.75,869.1,890.24,23.75
12:26:24,899.6,921.49,23.75,868.6,889.73,23.75
12:26:25,898.7,934.2,23,870.3,882.88,24.25
12:26:26,899.3,921.18,23.75,870.4,895.93,23.5
12:26:27,901,922.92,23.75,868.3,889.42,23.75
12:26:28,898.6,916,24,870.4,887.26,24
12:26:29,897.9,924.24,23.5,870.7,887.56,24
12:26:30,900.5,926.92,23.5,869.8,882.37,24.25
12:26:32,899.1,920.97,23.75,870.1,886.95,24
12:26:32,898,928.89,23.25,870.7,887.56,24
12:26:33,898.7,920.56,23.75,870.1,882.68,24.25
12:26:34,903,924.97,23.75,869,881.56,24.25
12:26:35,899.2,925.58,23.5,870.7,891.88,23.75
12:26:36,901.8,923.74,23.75,869,890.14,23.75
12:26:37,900.7,931.68,23.25,869.7,886.54,24
12:26:38,901,931.99,23.25,869.5,886.34,24
12:26:39,899.3,921.18,23.75,869.9,895.42,23.5
12:26:40,899.3,916.72,24,870.7,891.88,23.75
12:26:41,899.1,925.48,23.5,871.1,883.69,24.25
12:26:42,903.1,929.59,23.5,869.3,886.14,24
12:26:43,901.3,927.74,23.5,871,896.55,23.5
12:26:44,899.9,917.33,24,870.5,891.68,23.75
12:26:44,900.8,927.23,23.5,870.5,896.04,23.5
12:26:45,899.7,921.59,23.75,870.6,887.46,24
12:26:46,901.6,928.05,23.5,870.4,887.26,24
12:26:47,900,921.9,23.75,870.8,887.67,24
12:26:48,899.1,920.97,23.75,871.7,888.58,24
12:26:50,904.3,930.83,23.5,869.5,882.07,24.25
12:26:50,901.2,923.12,23.75,870.6,891.78,23.75
12:26:51,899.8,930.75,23.25,871.4,888.28,24
12:26:52,902.5,928.98,23.5,870.2,887.05,24
12:26:53,903,920.49,24,870.3,891.47,23.75
12:26:54,900,921.9,23.75,870.6,891.78,23.75
12:26:55,898.7,925.06,23.5,871.6,888.48,24
12:26:56,901.2,923.12,23.75,870.5,887.36,24
12:26:57,899.7,917.13,24,871,892.19,23.75
12:26:58,902.3,919.78,24,869.9,886.75,24
12:26:59,899.9,917.33,24,871.2,883.79,24.25
12:27:00,898.7,920.56,23.75,871.3,888.18,24
12:27:01,903,924.97,23.75,868.5,889.63,23.75
12:27:02,899.3,925.68,23.5,871.3,892.5,23.75
12:27:03,900.6,922.51,23.75,870.6,887.46,24
12:27:04,903.1,920.59,24,870.5,887.36,24
12:27:05,902.6,929.08,23.5,870.9,892.09,23.75
