Time,Conductivity_out (mS),Conductivity_out @25*C (microS),Temperature_out,Conductivity_in (mS),Conductivity_in @25*C (microS),Temperature_in
11:52:53,1150,1177.98,23.75,597.9,615.44,23.5
11:52:54,1150,1177.98,23.75,598.9,616.47,23.5
11:52:55,1148,1181.68,23.5,599.5,617.09,23.5
11:52:56,1147,1180.65,23.5,600,617.6,23.5
11:52:57,1146,1179.62,23.5,598.8,613.37,23.75
11:52:57,1147,1174.9,23.75,599.8,617.4,23.5
11:52:58,1147,1180.65,23.5,600.3,624.01,23
11:52:59,1143,1176.53,23.5,600.5,624.22,23
11:53:00,1145,1172.86,23.75,601.8,625.57,23
11:53:01,1141,1168.76,23.75,604.3,625.08,23.25
11:53:02,1142,1169.78,23.75,604.6,622.34,23.5
11:53:03,1141,1168.76,23.75,605.2,622.95,23.5
11:53:04,1142,1175.5,23.5,606,623.78,23.5
11:53:05,1139,1166.71,23.75,607,624.81,23.5
11:53:06,1138,1177.14,23.25,607.2,634.32,22.75
11:53:07,1140,1167.73,23.75,608.4,629.33,23.25
11:53:08,1136,1169.33,23.5,608,622.79,23.75
11:53:09,1137,1170.36,23.5,609,626.87,23.5
11:53:10,1137,1176.11,23.25,609.4,630.36,23.25
11:53:11,1136,1169.33,23.5,610.2,628.1,23.5
11:53:12,1135,1162.61,23.75,610.4,634.51,23
11:53:13,1133,1160.56,23.75,610.9,628.82,23.5
11:53:14,1133,1160.56,23.75,611.7,629.64,23.5
11:53:15,1134,1167.27,23.5,612.1,639.44,22.75
11:53:16,1133,1166.24,23.5,611.9,632.95,23.25
11:53:17,1132,1159.54,23.75,612.7,627.61,23.75
11:53:18,1130,1163.15,23.5,612.9,633.98,23.25
11:53:19,1129,1156.47,23.75,613.5,631.5,23.5
11:53:20,1131,1175.68,23,614.2,629.14,23.75
11:53:21,1130,1174.64,23,616.1,634.17,23.5
11:53:22,1127,1148.83,24,616.2,643.72,22.75
11:53:23,1128,1161.09,23.5,616.1,634.17,23.5
11:53:24,1127,1160.06,23.5,616.7,641.06,23
11:53:25,1125,1158,23.5,617.3,638.53,23.25
11:53:26,1125,1158,23.5,617.5,638.74,23.25
11:53:27,1125,1158,23.5,617.4,641.79,23
11:53:28,1125,1158,23.5,617.6,642,23
11:53:29,1125,1163.69,23.25,617.8,635.92,23.5
11:53:30,1122,1154.92,23.5,618.3,636.44,23.5
11:53:31,1122,1160.59,23.25,618.3,642.72,23
11:53:32,1121,1159.56,23.25,618.8,643.24,23
11:53:33,1120,1141.69,24,618.6,633.65,23.75
11:53:34,1121,1153.89,23.5,619.3,637.47,23.5
11:53:35,1119,1146.22,23.75,619.2,637.36,23.5
11:53:36,1119,1151.83,23.5,619.8,637.98,23.5
11:53:37,1118,1150.8,23.5,619.8,637.98,23.5
11:53:38,1117,1149.77,23.5,620.5,638.7,23.5
11:53:39,1117,1149.77,23.5,620.6,641.94,23.25
11:53:40,1116,1148.74,23.5,621.2,645.74,23
11:53:40,1115,1147.71,23.5,621.3,639.53,23.5
11:53:41,1114,1146.68,23.5,622,637.13,23.75
11:53:42,1113,1145.65,23.5,621.8,646.36,23
11:53:43,1113,1151.28,23.25,621.4,645.95,23
11:53:44,1113,1145.65,23.5,622,643.39,23.25
11:53:45,1113,1145.65,23.5,621.8,640.04,23.5
11:53:46,1111,1143.59,23.5,622.3,646.88,23
11:53:47,1111,1143.59,23.5,623.1,641.38,23.5
11:53:48,1111,1149.21,23.25,622.7,644.12,23.25
11:53:49,1109,1141.53,23.5,623,641.28,23.5
11:53:50,1110,1142.56,23.5,622.9,641.17,23.5
11:53:51,1109,1135.98,23.75,624.3,642.61,23.5
11:53:52,1107,1128.44,24,624.4,642.72,23.5
11:53:53,1108,1146.11,23.25,624.7,643.03,23.5
11:53:54,1106,1132.91,23.75,624.4,645.88,23.25
11:53:55,1106,1144.04,23.25,625.1,640.31,23.75
11:53:56,1105,1143,23.25,624.5,642.82,23.5
11:53:57,1106,1138.45,23.5,626.1,647.63,23.25
11:53:58,1103,1129.83,23.75,625.8,644.16,23.5
11:53:59,1104,1136.39,23.5,626.5,644.88,23.5
11:54:00,1104,1130.86,23.75,627.2,645.6,23.5
11:54:01,1104,1136.39,23.5,627.9,646.32,23.5
11:54:02,1101,1133.3,23.5,627.3,648.88,23.25
11:54:03,1101,1138.87,23.25,627.1,648.67,23.25
11:54:04,1101,1127.78,23.75,628.6,647.04,23.5
11:54:05,1099,1136.8,23.25,628.9,650.53,23.25
11:54:06,1099,1136.8,23.25,629.8,648.28,23.5
11:54:07,1098,1135.76,23.25,628.6,640.77,24
11:54:08,1099,1131.24,23.5,629.9,651.56,23.25
11:54:09,1097,1134.73,23.25,630.1,645.43,23.75
11:54:10,1096,1133.7,23.25,630.2,651.87,23.25
11:54:11,1097,1129.18,23.5,629.7,651.36,23.25
11:54:12,1097,1129.18,23.5,630.2,655.09,23
11:54:13,1096,1128.15,23.5,629.7,648.17,23.5
11:54:14,1095,1121.64,23.75,630.8,652.5,23.25
11:54:15,1093,1119.59,23.75,630.3,648.79,23.5
11:54:16,1094,1126.09,23.5,631.6,653.32,23.25
11:54:17,1092,1124.04,23.5,631.2,649.72,23.5
11:54:18,1093,1125.06,23.5,632.3,654.05,23.25
11:54:19,1092,1118.57,23.75,631.6,653.32,23.25
11:54:20,1092,1124.04,23.5,632.5,651.06,23.5
11:54:21,1090,1121.98,23.5,632.2,653.94,23.25
11:54:22,1090,1116.52,23.75,632.3,650.85,23.5
11:54:23,1090,1116.52,23.75,632.6,657.59,23
11:54:23,1088,1130.98,23,632.6,651.16,23.5
11:54:24,1089,1120.95,23.5,632.9,654.67,23.25
11:54:25,1089,1126.45,23.25,633.5,655.29,23.25
11:54:26,1086,1112.42,23.75,633.1,658.11,23
11:54:27,1088,1130.98,23,633.7,655.5,23.25
11:54:28,1086,1128.9,23,634.4,649.83,23.75
11:54:29,1084,1115.8,23.5,634,652.6,23.5
11:54:30,1085,1116.83,23.5,635,656.84,23.25
11:54:31,1085,1122.32,23.25,635.2,650.65,23.75
11:54:32,1082,1108.32,23.75,635,660.08,23
11:54:33,1085,1106.01,24,636,657.87,23.25
11:54:34,1082,1108.32,23.75,636.3,658.18,23.25
11:54:36,1081,1118.18,23.25,636.4,651.88,23.75
11:54:36,1083,1114.77,23.5,637.1,655.79,23.5
11:54:37,1080,1111.68,23.5,637.4,659.32,23.25
11:54:38,1080,1111.68,23.5,637.7,656.41,23.5
11:54:39,1080,1111.68,23.5,638.1,656.82,23.5
11:54:40,1078,1115.08,23.25,639,660.98,23.25
11:54:41,1078,1104.23,23.75,639,657.75,23.5
11:54:42,1078,1109.62,23.5,639,660.98,23.25
11:54:43,1079,1116.11,23.25,641.5,663.56,23.25
11:54:44,1076,1107.57,23.5,640.9,659.7,23.5
11:54:45,1078,1109.62,23.5,642,664.08,23.25
11:54:46,1075,1111.97,23.25,643.1,665.22,23.25
11:54:47,1076,1107.57,23.5,642.4,661.25,23.5
11:54:48,1074,1105.51,23.5,642.3,661.14,23.5
11:54:49,1076,1102.18,23.75,643,658.64,23.75
11:54:50,1074,1105.51,23.5,643,658.64,23.75
11:54:51,1075,1106.54,23.5,644.1,666.25,23.25
11:54:52,1074,1110.94,23.25,643.2,662.07,23.5
11:54:53,1073,1099.1,23.75,642.2,664.29,23.25
11:54:54,1073,1104.48,23.5,643.7,665.84,23.25
11:54:55,1073,1109.9,23.25,643.4,662.27,23.5
11:54:56,1073,1104.48,23.5,644.4,666.56,23.25
11:54:57,1071,1102.42,23.5,644.7,670.17,23
11:54:58,1071,1102.42,23.5,644.8,666.98,23.25
11:54:59,1071,1102.42,23.5,645.8,661.51,23.75
11:55:00,1070,1106.8,23.25,645.1,664.02,23.5
11:55:01,1071,1102.42,23.5,645.5,664.44,23.5
11:55:02,1070,1101.39,23.5,645.4,661.1,23.75
11:55:03,1068,1099.33,23.5,647.2,666.19,23.5
11:55:04,1068,1099.33,23.5,646.1,665.05,23.5
11:55:05,1069,1100.36,23.5,647.1,666.08,23.5
11:55:05,1067,1098.3,23.5,647,665.98,23.5
11:55:06,1067,1103.7,23.25,648,670.29,23.25
11:55:08,1067,1098.3,23.5,649.1,668.14,23.5
11:55:08,1065,1090.91,23.75,649.2,668.25,23.5
11:55:09,1066,1097.27,23.5,651,673.39,23.25
11:55:11,1064,1089.88,23.75,652.1,671.23,23.5
11:55:11,1064,1095.21,23.5,652,671.13,23.5
11:55:12,1064,1095.21,23.5,653,678.79,23
11:55:13,1064,1095.21,23.5,653.3,672.47,23.5
11:55:14,1064,1095.21,23.5,653.5,675.98,23.25
11:55:15,1063,1099.56,23.25,654.1,676.6,23.25
11:55:16,1064,1095.21,23.5,654.5,677.01,23.25
11:55:17,1059,1100.83,23,654.1,673.29,23.5
11:55:18,1062,1093.15,23.5,654.9,684.15,22.75
11:55:19,1060,1091.1,23.5,654.9,670.83,23.75
11:55:20,1060,1080.53,24,655.6,678.15,23.25
11:55:21,1060,1091.1,23.5,657,669.72,24
11:55:22,1058,1083.74,23.75,656.6,675.86,23.5
11:55:23,1060,1091.1,23.5,657.1,683.06,23
11:55:24,1057,1088.01,23.5,657.7,680.32,23.25
11:55:25,1058,1083.74,23.75,658.6,681.25,23.25
11:55:26,1057,1093.35,23.25,658.1,674.11,23.75
11:55:27,1057,1088.01,23.5,658.6,677.92,23.5
11:55:28,1056,1086.98,23.5,658.9,678.23,23.5
11:55:29,1057,1093.35,23.25,659.4,682.08,23.25
11:55:30,1055,1102.12,22.75,659.1,681.77,23.25
11:55:31,1055,1085.95,23.5,660,682.7,23.25
11:55:32,1053,1089.22,23.25,660.1,679.46,23.5
11:55:33,1054,1090.25,23.25,662,684.77,23.25
11:55:34,1054,1084.92,23.5,661.7,684.46,23.25
11:55:35,1052,1088.18,23.25,662.2,678.31,23.75
11:55:36,1052,1093.56,23,663.9,683.38,23.5
11:55:37,1053,1083.89,23.5,664.3,687.15,23.25
11:55:38,1052,1088.18,23.25,665.5,685.02,23.5
11:55:39,1051,1081.83,23.5,667.4,686.98,23.5
11:55:40,1051,1081.83,23.5,681.7,708.63,23
11:55:41,1051,1092.52,23,683.3,703.35,23.5
11:55:42,1051,1076.57,23.75,684,707.53,23.25
11:55:43,1048,1078.74,23.5,684.9,701.56,23.75
11:55:44,1048,1073.5,23.75,685.6,705.71,23.5
11:55:45,1048,1078.74,23.5,685,705.1,23.5
11:55:46,1048,1073.5,23.75,685.7,705.82,23.5
11:55:47,1048,1078.74,23.5,686,702.69,23.75
11:55:48,1048,1084.04,23.25,686.6,706.74,23.5
11:55:48,1046,1087.32,23,686.5,706.64,23.5
11:55:49,1047,1072.47,23.75,687,703.71,23.75
11:55:50,1046,1071.45,23.75,688,711.66,23.25
11:55:51,1044,1069.4,23.75,688,718.73,22.75
11:55:52,1045,1075.66,23.5,688.1,708.29,23.5
11:55:53,1044,1074.63,23.5,689,709.21,23.5
11:55:54,1044,1074.63,23.5,689.2,716.42,23
11:55:55,1045,1070.42,23.75,689.7,713.42,23.25
11:55:56,1045,1065.24,24,690,706.79,23.75
11:55:57,1043,1073.6,23.5,690.8,714.56,23.25
11:55:58,1042,1072.57,23.5,690.6,710.86,23.5
11:55:59,1043,1073.6,23.5,691.8,719.13,23
11:56:00,1041,1082.12,23,692,715.8,23.25
11:56:01,1042,1072.57,23.5,692.4,712.71,23.5
11:56:03,1041,1071.54,23.5,695.5,712.42,23.75
11:56:03,1041,1076.8,23.25,696.3,720.25,23.25
11:56:04,1040,1070.51,23.5,696.5,720.46,23.25
11:56:05,1039,1069.48,23.5,696.8,720.77,23.25
11:56:06,1041,1066.33,23.75,698.4,718.89,23.5
11:56:07,1039,1069.48,23.5,698.2,718.68,23.5
11:56:08,1040,1065.3,23.75,699.4,716.41,23.75
11:56:09,1039,1069.48,23.5,700,724.08,23.25
11:56:10,1038,1079,23,700.2,720.74,23.5
11:56:11,1037,1062.23,23.75,700.8,721.36,23.5
11:56:12,1037,1077.96,23,704.4,728.63,23.25
11:56:13,1037,1067.42,23.5,704.1,724.76,23.5
11:56:14,1037,1062.23,23.75,705.9,730.18,23.25
11:56:15,1036,1076.92,23,705.5,726.2,23.5
11:56:16,1037,1072.67,23.25,706.3,719.98,24
11:56:17,1034,1059.15,23.75,706.6,727.33,23.5
11:56:18,1036,1061.2,23.75,706.4,730.7,23.25
11:56:19,1036,1066.39,23.5,707.8,732.14,23.25
11:56:20,1035,1065.36,23.5,710.1,730.93,23.5
11:56:21,1034,1064.33,23.5,709.3,733.7,23.25
11:56:22,1034,1069.56,23.25,710,730.83,23.5
11:56:23,1034,1069.56,23.25,710.1,730.93,23.5
11:56:24,1033,1068.53,23.25,711.4,732.27,23.5
11:56:25,1033,1063.3,23.5,710.9,731.76,23.5
11:56:26,1033,1063.3,23.5,713,741.16,23
11:56:27,1032,1062.27,23.5,711.9,732.78,23.5
11:56:28,1032,1062.27,23.5,713,733.92,23.5
11:56:29,1031,1061.25,23.5,714.3,738.87,23.25
11:56:30,1027,1057.13,23.5,714.3,728.13,24
11:56:31,1030,1060.22,23.5,715.5,729.36,24
11:56:32,1032,1062.27,23.5,716.6,741.25,23.25
11:56:32,1030,1055.06,23.75,717.3,738.34,23.5
11:56:33,1030,1060.22,23.5,717.7,738.75,23.5
11:56:34,1030,1060.22,23.5,718.6,739.68,23.5
11:56:35,1029,1059.19,23.5,719.6,740.71,23.5
11:56:36,1028,1068.61,23,720.3,741.43,23.5
11:56:37,1028,1058.16,23.5,721,742.15,23.5
11:56:38,1027,1051.98,23.75,721,742.15,23.5
11:56:39,1027,1067.57,23,721.7,742.87,23.5
11:56:40,1026,1050.96,23.75,722.7,743.9,23.5
11:56:41,1025,1060.25,23.25,723.7,748.59,23.25
11:56:43,1025,1055.07,23.5,723.5,744.72,23.5
11:56:43,1025,1060.25,23.25,725.8,750.76,23.25
11:56:44,1025,1055.07,23.5,725.8,747.09,23.5
11:56:45,1025,1049.94,23.75,726.7,751.69,23.25
11:56:46,1024,1064.45,23,727,752,23.25
11:56:47,1024,1059.22,23.25,727,748.33,23.5
11:56:49,1023,1058.18,23.25,727.5,748.84,23.5
11:56:49,1024,1054.04,23.5,729.1,754.18,23.25
11:56:50,1024,1059.22,23.25,729,750.39,23.5
11:56:51,1023,1047.89,23.75,729.4,750.8,23.5
11:56:52,1021,1050.95,23.5,729.7,754.8,23.25
11:56:53,1021,1050.95,23.5,730,751.42,23.5
11:56:54,1022,1051.98,23.5,730.1,751.52,23.5
11:56:55,1021,1056.12,23.25,731.3,752.75,23.5
11:56:56,1019,1054.05,23.25,730.6,752.03,23.5
11:56:57,1021,1045.84,23.75,730.9,752.34,23.5
11:56:58,1020,1049.92,23.5,737.9,759.55,23.5
11:56:59,1019,1048.89,23.5,738.4,756.36,23.75
11:57:00,1020,1044.81,23.75,739.9,757.9,23.75
11:57:01,1018,1042.77,23.75,740.7,762.43,23.5
11:57:02,1018,1047.86,23.5,742,767.52,23.25
11:57:03,1018,1047.86,23.5,742,767.52,23.25
11:57:04,1018,1047.86,23.5,747,772.69,23.25
11:57:05,1017,1046.83,23.5,759.7,778.18,23.75
11:57:06,1016,1045.81,23.5,761.9,784.25,23.5
11:57:07,1016,1045.81,23.5,762.3,788.52,23.25
11:57:08,1016,1050.94,23.25,763.3,789.55,23.25
11:57:09,1016,1040.72,23.75,763.6,786,23.5
11:57:10,1016,1045.81,23.5,764.2,786.62,23.5
11:57:11,1016,1050.94,23.25,764.8,783.41,23.75
11:57:12,1015,1044.78,23.5,765.5,787.96,23.5
11:57:13,1015,1039.69,23.75,766.2,788.68,23.5
11:57:14,1014,1043.75,23.5,766.4,788.88,23.5
11:57:14,1013,1053.01,23,767.5,801.78,22.75
11:57:15,1013,1037.64,23.75,768.4,790.94,23.5
11:57:16,1014,1038.67,23.75,768.8,795.24,23.25
11:57:17,1012,1041.69,23.5,769.1,791.66,23.5
11:57:18,1013,1053.01,23,769.4,795.86,23.25
11:57:19,1014,1043.75,23.5,770.5,800.94,23
11:57:20,1012,1041.69,23.5,770.4,793,23.5
11:57:21,1012,1036.62,23.75,768.7,791.25,23.5
11:57:22,1013,1047.84,23.25,771.5,794.13,23.5
11:57:23,1012,1041.69,23.5,772.9,791.7,23.75
11:57:24,1011,1035.6,23.75,772.6,799.17,23.25
11:57:25,1012,1036.62,23.75,774.2,800.83,23.25
11:57:26,1010,1039.63,23.5,774.2,804.78,23
11:57:27,1010,1039.63,23.5,774.8,797.53,23.5
11:57:28,1009,1038.6,23.5,774.8,797.53,23.5
11:57:29,1009,1043.7,23.25,774.7,805.3,23
11:57:30,1010,1034.57,23.75,776.4,807.07,23
11:57:31,1009,1038.6,23.5,776.1,794.98,23.75
11:57:32,1009,1038.6,23.5,776.5,799.28,23.5
11:57:33,1008,1037.57,23.5,775.8,798.56,23.5
11:57:34,1008,1037.57,23.5,776.4,799.18,23.5
11:57:35,1008,1037.57,23.5,777.2,803.93,23.25
11:57:36,1007,1036.54,23.5,776.3,799.07,23.5
11:57:37,1008,1032.52,23.75,777.4,800.21,23.5
11:57:38,1006,1035.51,23.5,777.9,796.82,23.75
11:57:39,1005,1034.48,23.5,777.6,800.41,23.5
11:57:40,1006,1030.47,23.75,776.8,799.59,23.5
11:57:41,1006,1045.74,23,778,800.82,23.5
11:57:42,1004,1028.43,23.75,778.1,804.86,23.25
11:57:43,1005,1034.48,23.5,777.3,800.1,23.5
11:57:44,1005,1034.48,23.5,777.3,804.03,23.25
11:57:45,1005,1029.45,23.75,777.2,800,23.5
11:57:46,1005,1029.45,23.75,778.2,801.03,23.5
11:57:47,1005,1029.45,23.75,778.3,801.13,23.5
11:57:48,1005,1034.48,23.5,778.7,805.48,23.25
11:57:49,1003,1027.4,23.75,779.6,802.47,23.5
11:57:50,1002,1026.38,23.75,779,801.85,23.5
11:57:51,1001,1035.43,23.25,779,801.85,23.5
11:57:52,1002,1026.38,23.75,779.3,798.26,23.75
11:57:53,1003,1037.5,23.25,779.6,798.57,23.75
11:57:54,1002,1026.38,23.75,779.3,794.39,24
11:57:55,1002,1031.39,23.5,780.4,799.39,23.75
11:57:56,1000,1034.39,23.25,779.7,802.57,23.5
11:57:57,1002,1036.46,23.25,781.3,804.22,23.5
11:57:57,1001,1025.35,23.75,781.4,804.32,23.5
11:57:58,999.5,1028.82,23.5,781.4,804.32,23.5
11:57:59,1000,1034.39,23.25,782.2,805.15,23.5
11:58:00,999.5,1028.82,23.5,782.2,809.1,23.25
11:58:01,1000,1034.39,23.25,782.4,809.31,23.25
11:58:02,1000,1029.34,23.5,782.3,813.2,23
11:58:03,1000,1029.34,23.5,782.4,809.31,23.25
11:58:04,999.9,1029.23,23.5,783.7,810.65,23.25
11:58:05,998.5,1027.79,23.5,782.9,801.95,23.75
11:58:06,999.3,1028.62,23.5,783.3,802.36,23.75
11:58:07,999.8,1029.13,23.5,783.7,806.69,23.5
11:58:08,996.9,1021.15,23.75,783.9,810.86,23.25
11:58:09,998.2,1027.48,23.5,784.4,811.38,23.25
11:58:10,998.2,1032.53,23.25,784.2,807.21,23.5
11:58:11,997.5,1016.82,24,784.5,803.59,23.75
11:58:12,996.4,1025.63,23.5,784.4,811.38,23.25
11:58:13,996.8,1026.04,23.5,785.4,812.41,23.25
11:58:14,995.7,1035.03,23,785.2,804.3,23.75
11:58:15,995.5,1024.7,23.5,785.4,808.44,23.5
11:58:16,996.2,1020.44,23.75,785,816.01,23
11:58:17,996.1,1025.32,23.5,786.5,809.57,23.5
11:58:18,994.1,1023.26,23.5,786.3,805.43,23.75
11:58:19,994.9,1024.09,23.5,786.4,809.47,23.5
11:58:20,996,1025.22,23.5,786.3,809.37,23.5
11:58:21,995.3,1024.5,23.5,787,806.15,23.75
11:58:22,993.4,1022.54,23.5,786.8,809.88,23.5
11:58:23,994.5,1018.69,23.75,787,814.07,23.25
11:58:24,994.6,1033.89,23,787.4,810.5,23.5
11:58:25,992.6,1021.72,23.5,787.8,810.91,23.5
11:58:26,991.8,1020.9,23.5,787.3,806.45,23.75
11:58:27,991.1,1015.21,23.75,787.9,815,23.25
11:58:28,991.5,1020.59,23.5,787.9,807.07,23.75
11:58:29,991.8,1015.93,23.75,788.3,811.43,23.5
11:58:30,991.8,1025.91,23.25,788.8,807.99,23.75
11:58:31,991.1,1015.21,23.75,788.4,815.52,23.25
11:58:32,991,1020.07,23.5,789.2,812.35,23.5
11:58:33,990.3,1019.35,23.5,789.7,812.87,23.5
11:58:34,989.4,1013.47,23.75,789.3,808.5,23.75
11:58:35,989.5,1018.53,23.5,789.7,812.87,23.5
11:58:36,989.5,1018.53,23.5,789.8,816.96,23.25
11:58:37,990,1009.17,24,789.8,812.97,23.5
11:58:38,989.5,1013.57,23.75,790.4,813.59,23.5
11:58:39,989.2,1018.22,23.5,790.1,813.28,23.5
11:58:40,989.5,1018.53,23.5,790.8,818,23.25
11:58:40,988.7,1022.7,23.25,790.5,813.69,23.5
11:58:41,989.3,1018.32,23.5,790.7,813.9,23.5
11:58:42,988,1012.04,23.75,791.1,822.35,23
11:58:43,987.2,1021.15,23.25,791.1,814.31,23.5
11:58:44,987.1,1016.06,23.5,791,814.2,23.5
11:58:45,987.8,1021.77,23.25,791.2,810.45,23.75
11:58:46,987.1,1016.06,23.5,791.4,818.62,23.25
11:58:47,987,1020.95,23.25,790.9,818.1,23.25
11:58:48,987.2,1016.16,23.5,791.8,815.03,23.5
11:58:49,985.8,1009.78,23.75,791.3,818.52,23.25
11:58:50,985.6,1014.51,23.5,791.9,815.13,23.5
11:58:51,986.5,1010.5,23.75,791.9,811.17,23.75
11:58:52,984.9,1013.79,23.5,791.5,810.76,23.75
11:58:53,985,1013.9,23.5,792,811.27,23.75
11:58:54,985,1013.9,23.5,792.3,815.54,23.5
11:58:55,985.5,1014.41,23.5,792.3,815.54,23.5
11:58:56,984.3,1008.25,23.75,792.6,815.85,23.5
11:58:57,984.3,1008.25,23.75,791.4,810.65,23.75
11:58:58,983.3,1017.12,23.25,792.6,819.86,23.25
11:58:59,984.3,1013.18,23.5,793.3,816.57,23.5
11:59:00,984.2,1013.07,23.5,792.5,815.75,23.5
11:59:01,984.1,1017.95,23.25,792.9,820.17,23.25
11:59:02,984.8,1008.76,23.75,793.4,820.69,23.25
11:59:03,984.3,1013.18,23.5,793.8,817.09,23.5
11:59:04,982.8,1006.71,23.75,793.4,824.74,23
11:59:05,984.2,1018.05,23.25,793.5,812.8,23.75
11:59:06,982.5,1011.32,23.5,793.3,824.64,23
11:59:07,984.2,1013.07,23.5,793.2,820.48,23.25
11:59:08,982.5,1016.29,23.25,793.9,821.21,23.25
11:59:09,982.7,1006.61,23.75,792.9,816.16,23.5
11:59:10,982.7,1011.53,23.5,794.5,817.81,23.5
11:59:11,982.7,1006.61,23.75,793.3,816.57,23.5
11:59:12,981.9,1005.79,23.75,793.3,816.57,23.5
11:59:13,981.3,1015.05,23.25,793.2,820.48,23.25
11:59:14,981.8,1010.6,23.5,793.2,816.47,23.5
11:59:15,982.5,1006.4,23.75,793.7,816.98,23.5
11:59:16,981.2,1009.98,23.5,793.5,816.78,23.5
11:59:17,980.6,1004.46,23.75,793.8,813.11,23.75
11:59:18,981.8,1010.6,23.5,793.7,813.01,23.75
11:59:19,982.4,1016.19,23.25,793.4,816.68,23.5
11:59:20,981.7,1005.58,23.75,794,813.32,23.75
11:59:21,980.9,1014.64,23.25,795.2,818.53,23.5
11:59:21,979.7,1003.53,23.75,794.3,817.6,23.5
11:59:22,980.4,1009.16,23.5,794.5,817.81,23.5
11:59:24,979.5,1008.23,23.5,794.2,817.5,23.5
11:59:24,980.4,1009.16,23.5,795.5,818.84,23.5
11:59:25,979.6,1008.34,23.5,794.4,817.7,23.5
11:59:26,978.8,1007.51,23.5,795.1,822.45,23.25
11:59:27,979,1002.82,23.75,794.7,818.01,23.5
11:59:28,978.2,1002,23.75,795.3,814.65,23.75
11:59:30,978.8,1002.61,23.75,794.7,818.01,23.5
11:59:30,978,1001.79,23.75,795.1,818.43,23.5
11:59:31,978.7,1012.36,23.25,794.9,822.24,23.25
11:59:32,977.5,1006.18,23.5,795.7,819.04,23.5
11:59:33,976.7,1005.35,23.5,795.9,819.25,23.5
11:59:34,977.5,1006.18,23.5,796.2,815.57,23.75
11:59:35,976.7,1000.46,23.75,795.8,815.16,23.75
11:59:36,977.3,1001.08,23.75,796.2,819.56,23.5
11:59:37,976.7,1010.29,23.25,796.3,819.66,23.5
11:59:38,976,1019.59,22.75,796,815.36,23.75
11:59:39,977.3,1001.08,23.75,796.8,820.17,23.5
11:59:40,976,999.74,23.75,796.7,816.08,23.75
11:59:41,976,1004.63,23.5,796.5,815.88,23.75
11:59:42,976.5,1005.15,23.5,796.8,816.18,23.75
11:59:43,975.8,999.54,23.75,796.4,815.77,23.75
11:59:44,975.8,1009.36,23.25,797.2,816.59,23.75
11:59:45,974.6,998.31,23.75,796.2,819.56,23.5
11:59:46,975.1,998.82,23.75,797.6,817,23.75
11:59:47,975.1,998.82,23.75,796.5,811.93,24
11:59:48,976.4,1009.98,23.25,797.3,812.74,24
11:59:49,974.5,998.21,23.75,797,816.39,23.75
11:59:50,974.3,1002.88,23.5,797.6,825.03,23.25
11:59:51,974.4,1002.99,23.5,797.7,829.21,23
11:59:52,974.4,1002.99,23.5,797.9,817.31,23.75
11:59:53,973.5,992.35,24,797.1,812.54,24
11:59:54,974.4,998.11,23.75,798,817.41,23.75
11:59:55,974.4,993.27,24,798,817.41,23.75
11:59:56,972.9,996.57,23.75,797.5,829,23
11:59:57,973.6,997.29,23.75,797.5,820.9,23.5
11:59:58,973.5,997.18,23.75,796.8,812.23,24
11:59:59,972.7,1001.24,23.5,798.6,818.03,23.75
12:00:00,972.9,991.74,24,797.9,821.31,23.5
12:00:00,972.7,996.36,23.75,798.3,821.72,23.5
12:00:01,972.8,991.64,24,799.1,818.54,23.75
12:00:02,971.5,990.32,24,797.9,817.31,23.75
12:00:03,972.7,991.54,24,798.4,817.82,23.75
12:00:04,971.3,990.11,24,799,826.48,23.25
12:00:05,971.4,990.21,24,798.8,822.23,23.5
12:00:06,972,995.65,23.75,799.8,823.26,23.5
12:00:07,972,990.83,24,799.2,830.77,23
12:00:08,970,988.79,24,799.9,831.5,23
12:00:10,970.6,994.21,23.75,800,819.46,23.75
12:00:10,970,988.79,24,800.1,823.57,23.5
12:00:11,970,988.79,24,799.9,823.37,23.5
12:00:12,970.6,989.4,24,800.4,819.87,23.75
12:00:13,970.5,984.53,24.25,800.5,828.03,23.25
12:00:14,970,988.79,24,801,824.5,23.5
12:00:15,969.2,987.97,24,800.8,824.29,23.5
12:00:16,969.4,983.41,24.25,800.3,823.78,23.5
12:00:17,968.4,982.4,24.25,800.4,815.9,24
12:00:18,969.8,983.82,24.25,800.4,836.15,22.75
12:00:19,969.8,983.82,24.25,801.1,824.6,23.5
12:00:20,968.3,991.86,23.75,801.3,824.81,23.5
12:00:21,968.5,982.5,24.25,801,820.49,23.75
12:00:22,969.3,983.31,24.25,800.3,823.78,23.5
12:00:23,968.3,982.3,24.25,801.3,820.79,23.75
12:00:24,967.7,986.44,24,801.5,821,23.75
12:00:25,968.3,996.71,23.5,801.3,824.81,23.5
12:00:26,967.7,981.69,24.25,801.6,825.12,23.5
12:00:27,967,985.73,24,801.6,833.26,23
12:00:28,967,976.27,24.5,801.3,824.81,23.5
12:00:29,966.8,995.16,23.5,801.7,825.22,23.5
12:00:30,967.5,981.49,24.25,801.8,825.32,23.5
12:00:31,966.1,975.37,24.5,802.1,817.64,24
12:00:32,966.9,980.88,24.25,801.3,828.86,23.25
12:00:33,966.1,989.6,23.75,802.3,825.84,23.5
12:00:34,966.8,976.07,24.5,802.4,825.94,23.5
