Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1,Temperature_2
17:13:15,0.82,0.79,27.50,27.25
17:13:17,0.82,0.76,29.25,27.75
17:13:19,0.82,0.78,27.75,27.75
17:13:21,0.83,0.77,28.75,27.75
17:13:24,0.82,0.78,27.75,27.75
17:13:25,0.83,0.78,28.50,27.75
17:13:27,0.82,0.77,29.00,27.50
17:13:29,0.83,0.79,27.75,28.00
17:13:31,0.83,0.77,29.00,27.75
17:13:33,0.84,0.80,27.75,27.75
17:13:35,0.82,0.76,29.50,27.25
17:13:37,0.84,0.79,28.00,27.75
17:13:39,0.83,0.78,28.75,27.75
17:13:41,0.84,0.79,28.25,27.75
17:13:43,0.84,0.79,28.25,28.00
17:13:45,0.84,0.78,28.50,27.25
17:13:47,0.85,0.80,28.00,28.00
17:13:49,0.84,0.78,28.75,27.75
17:13:51,0.84,0.78,28.75,28.00
17:13:53,0.84,0.79,28.50,27.75
17:13:56,0.85,0.79,28.75,27.75
17:13:57,0.85,0.79,28.50,27.75
17:13:59,0.85,0.79,29.00,27.75
17:14:02,0.85,0.80,28.00,27.75
17:14:04,0.84,0.78,29.00,27.75
17:14:06,0.85,0.79,29.00,28.00
17:14:08,0.84,0.78,29.25,28.25
17:14:10,0.85,0.80,28.50,28.00
17:14:12,0.85,0.79,29.00,28.25
17:14:14,0.85,0.80,28.00,27.75
17:14:16,0.85,0.78,29.75,28.25
17:14:18,0.85,0.81,27.50,28.00
17:14:20,0.85,0.78,30.00,28.25
17:14:22,0.86,0.82,27.75,28.00
17:14:24,0.86,0.79,30.00,28.25
17:14:26,0.85,0.81,28.00,27.75
17:14:28,0.86,0.80,29.25,28.25
17:14:30,0.85,0.81,28.00,28.25
17:14:32,0.86,0.80,29.50,28.25
17:14:34,0.86,0.81,28.25,28.00
17:14:36,0.86,0.79,29.75,28.25
17:14:38,0.87,0.83,27.75,28.25
17:14:40,0.87,0.79,30.00,28.00
17:14:42,0.86,0.82,27.50,28.25
17:14:44,0.86,0.79,30.00,28.25
17:14:46,0.87,0.82,28.25,28.00
17:14:48,0.86,0.80,29.50,28.25
17:14:50,0.86,0.81,28.75,28.25
17:14:52,0.86,0.80,29.50,28.50
17:14:54,0.87,0.81,28.75,28.25
17:14:56,0.86,0.80,29.25,28.00
17:14:58,0.87,0.82,28.50,28.00
17:15:00,0.86,0.80,29.25,28.25
17:15:02,0.88,0.82,29.00,28.00
17:15:04,0.88,0.82,28.50,28.50
17:15:06,0.87,0.82,28.75,28.50
17:15:08,0.88,0.83,28.50,28.50
17:15:10,0.87,0.79,30.00,28.00
17:15:12,0.88,0.83,28.25,28.25
17:15:14,0.87,0.80,30.00,28.75
17:15:16,0.88,0.82,29.00,28.00
17:15:18,0.88,0.82,28.75,28.75
17:15:20,0.88,0.82,29.00,28.25
17:15:22,0.88,0.83,28.50,28.25
17:15:24,0.88,0.80,30.25,28.50
17:15:26,0.89,0.84,28.25,28.25
17:15:28,0.88,0.81,29.25,28.50
17:15:30,0.89,0.82,29.25,28.25
17:15:32,0.89,0.83,29.00,28.25
17:15:34,0.89,0.82,30.00,28.50
17:15:36,0.89,0.83,29.00,28.75
17:15:38,0.89,0.83,28.75,28.25
17:15:40,0.89,0.82,29.75,28.50
17:15:42,0.89,0.83,29.00,28.25
17:15:44,0.90,0.82,30.00,28.50
17:15:46,0.89,0.84,28.50,28.50
17:15:48,0.88,0.81,29.75,28.25
17:15:50,0.89,0.83,29.00,28.75
17:15:52,0.90,0.83,29.25,28.75
17:15:54,0.89,0.81,30.00,28.25
17:15:56,0.89,0.84,28.25,28.00
17:15:58,0.89,0.81,30.25,28.50
17:16:00,0.90,0.84,28.75,28.25
17:16:02,0.90,0.83,29.50,28.75
17:16:04,0.90,0.84,29.25,28.50
17:16:06,0.89,0.83,29.00,28.50
17:16:08,0.90,0.82,29.75,28.50
17:16:10,0.90,0.84,28.75,28.75
17:16:12,0.90,0.82,30.50,28.75
17:16:14,0.90,0.84,29.25,28.00
17:16:16,0.90,0.84,28.50,28.75
17:16:18,0.90,0.82,30.50,28.50
17:16:20,0.91,0.85,28.50,28.50
17:16:22,0.91,0.84,29.50,28.75
17:16:24,0.90,0.83,29.50,28.75
17:16:26,0.90,0.84,28.75,28.75
17:16:28,0.90,0.82,30.00,28.75
17:16:30,0.90,0.84,28.75,28.25
17:16:32,0.91,0.83,30.25,28.75
17:16:34,0.91,0.85,28.75,28.00
17:16:36,0.91,0.84,29.50,28.50
17:16:38,0.91,0.84,29.50,28.50
17:16:40,0.91,0.84,29.00,28.50
17:16:42,0.91,0.83,30.25,28.25
17:16:44,0.91,0.86,28.50,28.50
17:16:46,0.91,0.83,30.00,28.50
17:16:48,0.91,0.86,28.50,28.50
17:16:50,0.92,0.84,30.00,28.75
17:16:52,0.91,0.84,29.50,28.75
17:16:54,0.91,0.84,29.50,28.50
17:16:56,0.91,0.85,29.25,28.25
17:16:58,0.91,0.84,29.25,29.00
17:17:00,0.91,0.83,30.25,28.00
17:17:02,0.91,0.85,29.25,29.00
17:17:04,0.92,0.84,30.25,28.50
17:17:06,0.91,0.85,28.75,28.50
17:17:08,0.92,0.84,30.50,28.75
17:17:10,0.92,0.86,28.75,28.25
17:17:12,0.93,0.84,30.50,28.75
17:17:14,0.92,0.86,28.50,28.50
17:17:16,0.92,0.83,31.00,29.25
17:17:18,0.91,0.85,28.50,28.50
17:17:20,0.92,0.84,30.50,29.25
17:17:22,0.92,0.85,29.25,28.75
17:17:24,0.93,0.85,30.00,29.00
17:17:26,0.92,0.85,29.25,28.75
17:17:28,0.92,0.84,29.75,28.75
17:17:30,0.92,0.85,29.50,28.50
17:17:32,0.92,0.85,29.50,28.75
17:17:34,0.93,0.86,29.50,28.25
17:17:36,0.93,0.86,29.75,29.00
17:17:38,0.93,0.85,29.75,28.50
17:17:40,0.92,0.85,29.25,28.75
17:17:42,0.92,0.84,30.25,29.00
17:17:44,0.93,0.87,28.75,29.00
17:17:46,0.93,0.84,30.25,28.50
17:17:48,0.93,0.87,28.75,28.75
17:17:50,0.92,0.84,30.25,29.00
17:17:52,0.94,0.88,28.75,28.75
17:17:54,0.91,0.83,30.50,29.00
17:17:56,0.93,0.86,29.00,28.75
17:17:58,0.94,0.85,30.75,28.75
17:18:00,0.93,0.87,28.75,28.50
17:18:02,0.93,0.85,30.00,28.75
17:18:04,0.94,0.87,29.00,28.50
17:18:06,0.92,0.85,29.75,29.00
17:18:08,0.93,0.86,29.25,28.50
17:18:10,0.94,0.86,30.00,29.00
17:18:12,0.92,0.86,29.00,28.75
17:18:14,0.93,0.86,29.75,28.50
17:18:16,0.93,0.86,29.50,28.75
17:18:18,0.94,0.87,29.50,29.25
17:18:20,0.93,0.86,29.50,28.75
17:18:22,0.93,0.86,29.25,29.25
17:18:24,0.93,0.84,30.25,29.00
17:18:26,0.93,0.87,28.75,28.75
17:18:28,0.95,0.86,30.00,28.75
17:18:30,0.93,0.85,30.50,29.25
17:18:32,0.94,0.87,29.00,29.00
17:18:34,0.93,0.84,31.00,28.75
17:18:36,0.95,0.87,29.25,28.75
17:18:38,0.95,0.86,30.00,29.25
17:18:40,0.94,0.86,30.00,29.00
17:18:42,0.94,0.87,29.00,29.00
17:18:44,0.94,0.85,30.25,29.25
17:18:46,0.94,0.88,28.50,29.00
17:18:48,0.94,0.86,29.75,29.50
17:18:50,0.95,0.88,29.00,29.25
17:18:52,0.95,0.87,29.50,29.00
17:18:54,0.95,0.86,30.00,28.50
17:18:56,0.93,0.88,28.50,29.00
17:18:58,0.95,0.86,30.50,28.75
17:19:00,0.95,0.88,28.75,28.75
17:19:02,0.93,0.85,30.00,29.00
17:19:04,0.95,0.87,29.25,29.00
17:19:06,0.94,0.87,29.25,29.00
17:19:08,0.95,0.87,30.00,29.00
17:19:10,0.94,0.88,28.50,29.25
17:19:12,0.95,0.85,30.75,28.75
17:19:14,0.95,0.88,28.75,29.00
17:19:16,0.95,0.88,29.50,29.25
17:19:18,0.94,0.86,30.00,29.00
17:19:20,0.95,0.88,29.25,28.75
17:19:22,0.95,0.86,30.00,29.25
17:19:24,0.95,0.89,28.50,29.00
17:19:26,0.95,0.87,30.00,28.75
17:19:28,0.95,0.87,29.25,28.75
17:19:30,0.95,0.87,29.75,29.25
17:19:32,0.95,0.88,29.50,29.00
17:19:34,0.95,0.88,29.25,29.00
17:19:36,0.95,0.86,30.25,29.00
17:19:38,0.95,0.88,28.75,28.50
17:19:40,0.95,0.86,30.50,29.25
17:19:42,0.96,0.89,28.75,29.00
17:19:44,0.95,0.87,29.75,29.50
17:19:46,0.96,0.88,29.25,29.25
17:19:48,0.96,0.88,29.50,28.75
17:19:50,0.96,0.88,29.75,29.00
17:19:52,0.96,0.88,29.25,29.00
17:19:54,0.95,0.86,30.50,29.25
17:19:56,0.96,0.89,29.00,29.00
17:19:58,0.95,0.86,30.25,29.25
17:20:00,0.96,0.88,29.25,28.50
17:20:02,0.95,0.87,29.75,29.25
17:20:04,0.96,0.88,29.50,28.75
17:20:06,0.96,0.88,29.50,28.75
17:20:08,0.95,0.87,29.50,29.00
17:20:10,0.95,0.88,29.00,29.25
