Time,Conductivity (?S),Conductivity @25*C (?S),Temperature_1,Conductivity @25*C (?microS)
16:27:48,"202.3",207.22,23.75,0.20722
16:27:49,"203.5",209.47,23.5,0.20947
16:27:50,"204.3",210.29,23.5,0.21029
16:27:51,"204.8",208.77,24,0.20877
16:27:52,"204.9",210.91,23.5,0.21091
16:27:53,"205.8",212.88,23.25,0.21288
16:27:54,"206.0",207.98,24.5,0.20798
16:27:55,"205.8",212.88,23.25,0.21288
16:27:55,"207.3",213.38,23.5,0.21338
16:27:56,"207.5",209.49,24.5,0.20949
16:27:57,"207.8",216.01,23,0.21601
16:27:58,"208.2",214.31,23.5,0.21431
16:27:59,"208.8",213.88,23.75,0.21388
16:28:00,"210.0",218.3,23,0.2183
16:28:01,"210.6",216.78,23.5,0.21678
16:28:02,"212.0",216.11,24,0.21611
16:28:03,"211.5",218.77,23.25,0.21877
16:28:04,"212.6",217.77,23.75,0.21777
16:28:05,"212.9",217.02,24,0.21702
16:28:06,"212.9",220.22,23.25,0.22022
16:28:07,"213.6",217.74,24,0.21774
16:28:08,"215.1",217.16,24.5,0.21716
16:28:09,"214.1",221.46,23.25,0.22146
16:28:10,"215.3",222.7,23.25,0.2227
16:28:11,"216.5",222.85,23.5,0.22285
16:28:12,"216.2",222.54,23.5,0.22254
16:28:13,"217.5",223.88,23.5,0.22388
16:28:14,"217.4",219.49,24.5,0.21949
16:28:15,"218.7",224.02,23.75,0.22402
16:28:16,"219.5",224.84,23.75,0.22484
16:28:17,"220.1",220.1,25,0.2201
16:28:18,"220.4",225.76,23.75,0.22576
16:28:19,"221.3",226.68,23.75,0.22668
16:28:20,"222.2",226.5,24,0.2265
16:28:21,"223.0",227.32,24,0.22732
16:28:22,"223.2",229.75,23.5,0.22975
16:28:23,"223.1",226.33,24.25,0.22633
16:28:24,"224.6",228.95,24,0.22895
16:28:25,"224.9",232.64,23.25,0.23264
16:28:26,"225.8",229.06,24.25,0.22906
16:28:27,"226.2",228.37,24.5,0.22837
16:28:28,"227.6",234.28,23.5,0.23428
16:28:29,"227.9",234.59,23.5,0.23459
16:28:30,"228.0",231.3,24.25,0.2313
16:28:31,"229.0",233.44,24,0.23344
16:28:32,"230.0",235.6,23.75,0.2356
16:28:33,"230.1",231.2,24.75,0.2312
16:28:34,"231.2",234.54,24.25,0.23454
16:28:35,"231.8",238.6,23.5,0.2386
16:28:36,"233.0",236.37,24.25,0.23637
16:28:37,"234.0",236.24,24.5,0.23624
16:28:38,"233.8",241.84,23.25,0.24184
16:28:38,"234.8",239.35,24,0.23935
16:28:39,"236.2",237.33,24.75,0.23733
16:28:40,"236.3",240.88,24,0.24088
16:28:41,"235.3",239.86,24,0.23986
16:28:42,"236.8",239.07,24.5,0.23907
16:28:43,"238.5",241.95,24.25,0.24195
16:28:44,"239.3",247.53,23.25,0.24753
16:28:45,"238.8",243.43,24,0.24343
16:28:46,"238.8",238.8,25,0.2388
16:28:47,"241.1",244.59,24.25,0.24459
16:28:48,"241.7",250.01,23.25,0.25001
16:28:49,"241.8",245.3,24.25,0.2453
16:28:50,"242.5",244.83,24.5,0.24483
16:28:51,"243.3",250.44,23.5,0.25044
16:28:52,"243.6",247.12,24.25,0.24712
16:28:53,"244.8",245.97,24.75,0.24597
16:28:54,"245.4",250.15,24,0.25015
16:28:55,"246.3",252.29,23.75,0.25229
16:28:56,"247.4",248.58,24.75,0.24858
16:28:57,"247.7",251.28,24.25,0.25128
16:28:58,"248.1",254.14,23.75,0.25414
16:28:59,"248.8",251.19,24.5,0.25119
16:29:00,"249.4",251.79,24.5,0.25179
16:29:01,"249.1",255.16,23.75,0.25516
16:29:02,"250.0",256.08,23.75,0.25608
16:29:03,"250.7",253.1,24.5,0.2531
16:29:04,"252.9",255.33,24.5,0.25533
16:29:05,"252.6",258.75,23.75,0.25875
16:29:06,"252.8",255.22,24.5,0.25522
16:29:07,"254.0",254,25,0.254
16:29:08,"254.1",257.77,24.25,0.25777
16:29:09,"254.7",258.38,24.25,0.25838
16:29:10,"256.3",256.3,25,0.2563
16:29:11,"256.7",259.16,24.5,0.25916
16:29:12,"256.6",262.84,23.75,0.26284
16:29:13,"257.7",261.43,24.25,0.26143
16:29:14,"258.2",258.2,25,0.2582
16:29:15,"259.1",262.85,24.25,0.26285
16:29:16,"260.2",263.96,24.25,0.26396
16:29:17,"260.5",261.74,24.75,0.26174
16:29:18,"260.4",264.16,24.25,0.26416
16:29:19,"261.3",265.08,24.25,0.26508
16:29:20,"263.0",265.52,24.5,0.26552
16:29:21,"262.5",261.26,25.25,0.26126
16:29:21,"262.2",264.71,24.5,0.26471
16:29:22,"264.1",267.92,24.25,0.26792
16:29:24,"264.0",261.52,25.5,0.26152
16:29:24,"265.4",266.67,24.75,0.26667
16:29:25,"265.6",268.15,24.5,0.26815
16:29:26,"266.9",269.46,24.5,0.26946
16:29:27,"268.0",268,25,0.268
16:29:28,"268.0",270.57,24.5,0.27057
16:29:30,"269.1",271.68,24.5,0.27168
16:29:30,"268.4",269.68,24.75,0.26968
16:29:31,"269.2",273.09,24.25,0.27309
16:29:32,"269.8",272.39,24.5,0.27239
16:29:33,"270.4",270.4,25,0.2704
16:29:34,"270.6",274.51,24.25,0.27451
16:29:35,"271.4",275.32,24.25,0.27532
16:29:36,"273.0",273,25,0.273
16:29:37,"271.8",274.41,24.5,0.27441
16:29:38,"273.1",275.72,24.5,0.27572
16:29:39,"274.5",270.64,25.75,0.27064
16:29:40,"276.2",277.52,24.75,0.27752
16:29:41,"275.4",278.04,24.5,0.27804
16:29:42,"275.6",271.73,25.75,0.27173
16:29:43,"276.3",277.62,24.75,0.27762
16:29:44,"277.7",280.36,24.5,0.28036
16:29:45,"277.6",276.29,25.25,0.27629
16:29:46,"278.1",278.1,25,0.2781
16:29:47,"279.5",282.18,24.5,0.28218
16:29:48,"280.4",279.07,25.25,0.27907
16:29:49,"279.7",278.38,25.25,0.27838
16:29:50,"280.2",281.54,24.75,0.28154
16:29:51,"280.6",277.96,25.5,0.27796
16:29:52,"282.1",282.1,25,0.2821
16:29:53,"282.9",284.25,24.75,0.28425
16:29:54,"281.9",279.25,25.5,0.27925
16:29:55,"284.9",284.9,25,0.2849
16:29:56,"285.3",288.04,24.5,0.28804
16:29:57,"284.9",282.22,25.5,0.28222
16:29:58,"285.6",284.25,25.25,0.28425
16:29:59,"286.1",287.47,24.75,0.28747
16:30:00,"287.3",284.6,25.5,0.2846
16:30:01,"287.6",286.24,25.25,0.28624
16:30:02,"288.1",288.1,25,0.2881
16:30:03,"288.0",286.64,25.25,0.28664
16:30:04,"290.3",291.69,24.75,0.29169
16:30:04,"290.6",290.6,25,0.2906
16:30:05,"290.6",289.23,25.25,0.28923
16:30:06,"291.9",291.9,25,0.2919
16:30:07,"291.7",295.92,24.25,0.29592
16:30:08,"292.4",291.02,25.25,0.29102
16:30:09,"293.1",290.34,25.5,0.29034
16:30:10,"293.4",292.01,25.25,0.29201
16:30:11,"295.4",296.81,24.75,0.29681
16:30:12,"295.1",292.32,25.5,0.29232
16:30:13,"295.5",295.5,25,0.2955
16:30:14,"296.8",295.4,25.25,0.2954
16:30:15,"297.4",294.6,25.5,0.2946
16:30:16,"298.0",298,25,0.298
16:30:17,"299.1",300.53,24.75,0.30053
16:30:18,"298.5",295.69,25.5,0.29569
16:30:19,"299.3",293.72,26,0.29372
16:30:20,"300.4",301.83,24.75,0.30183
16:30:21,"301.1",299.68,25.25,0.29968
16:30:22,"301.1",295.49,26,0.29549
16:30:23,"302.2",299.36,25.5,0.29936
16:30:24,"302.8",301.37,25.25,0.30137
16:30:25,"303.6",297.94,26,0.29794
16:30:26,"304.3",301.44,25.5,0.30144
16:30:27,"305.4",308.33,24.5,0.30833
16:30:28,"305.5",299.8,26,0.2998
16:30:29,"306.6",303.71,25.5,0.30371
16:30:30,"307.0",307,25,0.307
16:30:31,"307.2",304.31,25.5,0.30431
16:30:32,"307.5",303.18,25.75,0.30318
16:30:33,"308.4",305.5,25.5,0.3055
16:30:34,"308.6",307.14,25.25,0.30714
16:30:35,"309.6",303.83,26,0.30383
16:30:36,"310.2",304.42,26,0.30442
16:30:37,"311.4",311.4,25,0.3114
16:30:38,"311.6",310.13,25.25,0.31013
16:30:39,"312.7",306.87,26,0.30687
16:30:40,"313.3",313.3,25,0.3133
16:30:41,"313.8",309.39,25.75,0.30939
16:30:42,"314.7",307.4,26.25,0.3074
16:30:43,"314.6",308.73,26,0.30873
16:30:44,"315.4",315.4,25,0.3154
16:30:45,"316.7",310.79,26,0.31079
16:30:46,"316.4",309.06,26.25,0.30906
16:30:47,"317.0",318.51,24.75,0.31851
16:30:47,"317.0",312.55,25.75,0.31255
16:30:48,"318.4",311.01,26.25,0.31101
16:30:49,"318.4",316.89,25.25,0.31689
16:30:50,"319.5",316.49,25.5,0.31649
16:30:51,"320.1",312.67,26.25,0.31267
16:30:52,"321.5",316.98,25.75,0.31698
16:30:53,"320.8",317.78,25.5,0.31778
16:30:54,"321.5",316.98,25.75,0.31698
16:30:55,"323.5",314.54,26.5,0.31454
16:30:56,"323.6",316.09,26.25,0.31609
16:30:57,"324.1",325.65,24.75,0.32565
16:30:58,"323.5",318.95,25.75,0.31895
16:30:59,"326.2",318.63,26.25,0.31863
16:31:00,"326.6",323.53,25.5,0.32353
16:31:01,"326.9",320.8,26,0.3208
16:31:02,"327.6",320,26.25,0.32
16:31:03,"327.7",321.59,26,0.32159
16:31:04,"328.4",323.79,25.75,0.32379
16:31:05,"328.0",318.91,26.5,0.31891
16:31:06,"328.7",321.07,26.25,0.32107
16:31:07,"330.2",330.2,25,0.3302
16:31:08,"330.5",324.34,26,0.32434
16:31:09,"331.1",321.93,26.5,0.32193
16:31:10,"331.6",326.94,25.75,0.32694
16:31:11,"332.8",329.67,25.5,0.32967
16:31:12,"334.6",326.84,26.25,0.32684
16:31:13,"333.8",324.55,26.5,0.32455
16:31:14,"333.7",335.29,24.75,0.33529
16:31:15,"335.5",329.24,26,0.32924
16:31:16,"336.8",325.96,26.75,0.32596
16:31:17,"336.7",331.97,25.75,0.33197
16:31:18,"337.5",332.76,25.75,0.33276
16:31:19,"337.2",330.91,26,0.33091
16:31:20,"339.1",331.23,26.25,0.33123
16:31:21,"339.0",334.24,25.75,0.33424
16:31:22,"339.6",330.19,26.5,0.33019
16:31:23,"340.5",335.72,25.75,0.33572
16:31:24,"341.6",335.23,26,0.33523
16:31:25,"341.9",333.97,26.25,0.33397
16:31:26,"341.6",329.09,27,0.32909
16:31:27,"343.0",335.04,26.25,0.33504
16:31:28,"344.5",342.87,25.25,0.34287
16:31:29,"343.9",335.92,26.25,0.33592
16:31:29,"345.3",337.29,26.25,0.33729
16:31:30,"345.5",340.65,25.75,0.34065
16:31:31,"346.7",340.24,26,0.34024
16:31:32,"346.6",333.91,27,0.33391
16:31:33,"347.1",337.48,26.5,0.33748
16:31:34,"347.7",342.81,25.75,0.34281
16:31:35,"349.1",339.43,26.5,0.33943
16:31:36,"350.7",342.56,26.25,0.34256
16:31:37,"349.2",345.91,25.5,0.34591
16:31:38,"350.0",340.3,26.5,0.3403
16:31:39,"351.7",341.95,26.5,0.34195
16:31:40,"351.8",350.14,25.25,0.35014
16:31:41,"351.8",343.64,26.25,0.34364
16:31:42,"352.4",341.06,26.75,0.34106
16:31:43,"353.5",351.83,25.25,0.35183
16:31:44,"355.6",345.75,26.5,0.34575
16:31:45,"355.0",345.16,26.5,0.34516
16:31:46,"354.8",346.57,26.25,0.34657
16:31:47,"356.2",347.94,26.25,0.34794
16:31:48,"356.8",346.91,26.5,0.34691
16:31:49,"358.1",346.58,26.75,0.34658
16:31:50,"358.9",350.57,26.25,0.35057
16:31:51,"358.3",345.18,27,0.34518
16:31:52,"360.0",350.02,26.5,0.35002
16:31:53,"361.1",356.03,25.75,0.35603
16:31:54,"360.3",351.94,26.25,0.35194
16:31:55,"361.2",349.58,26.75,0.34958
16:31:56,"362.5",350.83,26.75,0.35083
16:31:57,"363.9",355.46,26.25,0.35546
16:31:58,"362.9",351.22,26.75,0.35122
16:31:59,"363.2",351.51,26.75,0.35151
16:32:00,"364.4",357.61,26,0.35761
16:32:01,"365.2",355.08,26.5,0.35508
16:32:02,"365.7",353.93,26.75,0.35393
16:32:03,"365.8",357.31,26.25,0.35731
16:32:04,"367.8",359.27,26.25,0.35927
16:32:05,"367.4",357.22,26.5,0.35722
16:32:06,"368.4",361.53,26,0.36153
16:32:07,"369.2",360.63,26.25,0.36063
16:32:08,"370.3",355.12,27.25,0.35512
16:32:09,"370.3",358.38,26.75,0.35838
16:32:10,"370.6",362,26.25,0.362
16:32:11,"372.2",360.22,26.75,0.36022
16:32:12,"372.7",362.37,26.5,0.36237
16:32:12,"373.1",366.14,26,0.36614
16:32:13,"373.3",361.29,26.75,0.36129
16:32:14,"372.7",364.05,26.25,0.36405
16:32:15,"375.1",366.4,26.25,0.3664
16:32:16,"376.4",364.29,26.75,0.36429
16:32:18,"376.8",363.01,27,0.36301
16:32:18,"376.0",368.99,26,0.36899
16:32:19,"378.0",365.84,26.75,0.36584
16:32:20,"378.1",364.26,27,0.36426
16:32:21,"378.0",367.53,26.5,0.36753
16:32:22,"379.1",372.03,26,0.37203
16:32:23,"380.3",363.05,27.5,0.36305
16:32:24,"380.3",373.21,26,0.37321
16:32:25,"380.9",370.35,26.5,0.37035
16:32:26,"381.3",370.73,26.5,0.37073
16:32:27,"382.5",371.9,26.5,0.3719
16:32:28,"383.7",374.8,26.25,0.3748
16:32:29,"383.4",367.68,27.25,0.36768
16:32:30,"382.5",368.5,27,0.3685
16:32:31,"384.9",375.97,26.25,0.37597
16:32:32,"386.2",373.77,26.75,0.37377
16:32:33,"385.7",369.89,27.25,0.36989
16:32:34,"386.3",373.87,26.75,0.37387
16:32:35,"388.2",373.99,27,0.37399
16:32:36,"388.4",372.48,27.25,0.37248
16:32:37,"388.0",373.8,27,0.3738
16:32:38,"389.1",378.32,26.5,0.37832
16:32:39,"389.8",375.53,27,0.37553
16:32:40,"392.0",375.93,27.25,0.37593
16:32:41,"392.1",383,26.25,0.383
16:32:42,"392.9",378.52,27,0.37852
16:32:43,"393.4",377.27,27.25,0.37727
16:32:44,"394.7",383.76,26.5,0.38376
16:32:45,"394.3",385.15,26.25,0.38515
16:32:46,"394.0",376.13,27.5,0.37613
16:32:47,"394.6",378.42,27.25,0.37842
16:32:48,"395.9",388.52,26,0.38852
16:32:49,"395.9",384.93,26.5,0.38493
16:32:50,"396.1",379.86,27.25,0.37986
16:32:51,"397.2",391.62,25.75,0.39162
16:32:52,"398.3",385.48,26.75,0.38548
16:32:53,"398.9",380.81,27.5,0.38081
16:32:54,"398.5",385.68,26.75,0.38568
16:32:55,"399.3",386.45,26.75,0.38645
16:32:55,"401.3",384.85,27.25,0.38485
16:32:56,"402.4",387.67,27,0.38767
16:32:57,"402.4",389.45,26.75,0.38945
16:32:58,"402.1",387.38,27,0.38738
16:32:59,"404.2",385.87,27.5,0.38587
16:33:00,"405.0",391.97,26.75,0.39197
16:33:01,"404.7",389.88,27,0.38988
16:33:02,"404.7",384.6,27.75,0.3846
16:33:03,"405.6",388.97,27.25,0.38897
16:33:04,"407.1",395.82,26.5,0.39582
16:33:05,"408.2",389.69,27.5,0.38969
16:33:06,"408.0",391.27,27.25,0.39127
16:33:07,"408.9",393.93,27,0.39393
16:33:08,"409.8",394.8,27,0.3948
16:33:09,"411.0",392.36,27.5,0.39236
16:33:10,"412.3",395.4,27.25,0.3954
16:33:11,"412.6",395.68,27.25,0.39568
16:33:12,"412.8",394.08,27.5,0.39408
16:33:13,"412.7",399.42,26.75,0.39942
16:33:14,"414.5",403.01,26.5,0.40301
16:33:15,"416.0",398.95,27.25,0.39895
16:33:16,"414.0",395.23,27.5,0.39523
16:33:17,"415.2",400,27,0.4
16:33:18,"415.7",398.66,27.25,0.39866
16:33:19,"417.6",398.66,27.5,0.39866
16:33:20,"417.2",400.1,27.25,0.4001
16:33:21,"418.6",403.28,27,0.40328
16:33:22,"418.3",399.33,27.5,0.39933
16:33:23,"418.5",403.18,27,0.40318
16:33:24,"420.9",409.24,26.5,0.40924
16:33:25,"420.8",405.4,27,0.4054
16:33:26,"419.4",398.57,27.75,0.39857
16:33:27,"422.6",407.13,27,0.40713
16:33:28,"422.5",407.03,27,0.40703
16:33:29,"424.6",405.35,27.5,0.40535
16:33:30,"424.3",406.9,27.25,0.4069
16:33:31,"425.3",413.51,26.5,0.41351
16:33:32,"426.2",406.87,27.5,0.40687
16:33:33,"426.3",410.69,27,0.41069
16:33:34,"424.7",409.15,27,0.40915
16:33:35,"427.8",408.4,27.5,0.4084
16:33:36,"428.4",405.3,28,0.4053
16:33:37,"427.5",406.27,27.75,0.40627
16:33:37,"428.7",411.12,27.25,0.41112
16:33:38,"428.7",405.58,28,0.40558
16:33:39,"431.5",411.93,27.5,0.41193
16:33:40,"430.0",418.08,26.5,0.41808
16:33:41,"429.9",408.55,27.75,0.40855
16:33:42,"431.8",414.1,27.25,0.4141
16:33:43,"434.0",418.11,27,0.41811
16:33:44,"434.7",418.79,27,0.41879
16:33:45,"433.7",410.31,28,0.41031
16:33:46,"434.9",413.3,27.75,0.4133
16:33:47,"436.9",418.99,27.25,0.41899
16:33:48,"437.8",417.95,27.5,0.41795
16:33:49,"435.7",415.94,27.5,0.41594
16:33:50,"436.6",418.7,27.25,0.4187
16:33:51,"437.1",417.28,27.5,0.41728
16:33:52,"439.5",413.94,28.25,0.41394
16:33:53,"438.3",416.54,27.75,0.41654
16:33:54,"440.1",420.14,27.5,0.42014
16:33:55,"442.2",422.15,27.5,0.42215
16:33:56,"440.7",418.82,27.75,0.41882
16:33:57,"442.4",426.2,27,0.4262
16:33:58,"442.0",423.88,27.25,0.42388
16:33:59,"444.3",418.46,28.25,0.41846
16:34:00,"444.4",422.33,27.75,0.42233
16:34:01,"442.9",426.69,27,0.42669
16:34:02,"442.1",422.05,27.5,0.42205
16:34:03,"446.0",421.95,28,0.42195
16:34:04,"447.2",424.99,27.75,0.42499
16:34:05,"446.5",428.19,27.25,0.42819
16:34:06,"444.8",422.71,27.75,0.42271
16:34:07,"446.2",420.25,28.25,0.42025
16:34:08,"449.8",433.33,27,0.43333
16:34:09,"449.5",427.18,27.75,0.42718
16:34:10,"451.1",424.86,28.25,0.42486
16:34:11,"450.7",432.22,27.25,0.43222
16:34:12,"451.9",433.37,27.25,0.43337
16:34:13,"453.3",428.86,28,0.42886
16:34:14,"452.3",431.79,27.5,0.43179
16:34:15,"454.0",441.42,26.5,0.44142
16:34:16,"455.1",434.46,27.5,0.43446
16:34:17,"453.9",429.42,28,0.42942
16:34:18,"455.5",434.84,27.5,0.43484
16:34:19,"455.8",439.11,27,0.43911
16:34:20,"457.6",427.16,28.75,0.42716
16:34:20,"456.3",435.61,27.5,0.43561
16:34:21,"457.1",436.37,27.5,0.43637
16:34:22,"458.8",434.06,28,0.43406
16:34:23,"460.5",433.72,28.25,0.43372
16:34:24,"461.0",442.1,27.25,0.4421
16:34:25,"458.1",437.33,27.5,0.43733
16:34:26,"459.9",435.1,28,0.4351
16:34:27,"462.8",441.81,27.5,0.44181
16:34:28,"463.3",440.29,27.75,0.44029
16:34:29,"462.1",433.29,28.5,0.43329
16:34:30,"463.9",438.88,28,0.43888
16:34:31,"464.7",447.69,27,0.44769
16:34:32,"464.7",439.64,28,0.43964
16:34:33,"464.7",439.64,28,0.43964
16:34:34,"466.0",448.94,27,0.44894
16:34:35,"467.1",441.91,28,0.44191
16:34:36,"467.3",438.16,28.5,0.43816
16:34:37,"467.5",446.3,27.5,0.4463
16:34:38,"468.6",447.35,27.5,0.44735
16:34:39,"468.9",445.62,27.75,0.44562
16:34:40,"469.5",442.19,28.25,0.44219
16:34:41,"471.1",451.79,27.25,0.45179
16:34:42,"469.5",446.19,27.75,0.44619
16:34:43,"471.7",442.29,28.5,0.44229
16:34:44,"472.6",447.11,28,0.44711
16:34:45,"472.2",450.79,27.5,0.45079
16:34:46,"473.7",450.18,27.75,0.45018
16:34:47,"476.0",448.32,28.25,0.44832
16:34:48,"474.8",453.27,27.5,0.45327
16:34:49,"474.3",452.79,27.5,0.45279
16:34:50,"474.8",445.19,28.5,0.44519
16:34:51,"476.1",450.43,28,0.45043
16:34:52,"477.0",455.37,27.5,0.45537
16:34:53,"478.0",452.22,28,0.45222
16:34:54,"477.8",448.01,28.5,0.44801
16:34:55,"479.4",455.6,27.75,0.4556
16:34:56,"481.2",455.25,28,0.45525
16:34:57,"480.4",448.45,28.75,0.44845
16:34:58,"480.2",458.42,27.5,0.45842
16:34:59,"482.1",460.24,27.5,0.46024
16:35:00,"483.4",453.26,28.5,0.45326
16:35:01,"482.6",454.53,28.25,0.45453
16:35:02,"482.8",463.01,27.25,0.46301
16:35:03,"484.3",458.18,28,0.45818
16:35:03,"485.3",451.02,29,0.45102
16:35:04,"485.3",459.13,28,0.45913
16:35:05,"484.0",462.05,27.5,0.46205
16:35:06,"485.8",457.55,28.25,0.45755
16:35:07,"487.9",459.52,28.25,0.45952
16:35:08,"488.9",468.86,27.25,0.46886
16:35:09,"488.7",460.28,28.25,0.46028
16:35:10,"487.5",457.1,28.5,0.4571
16:35:11,"489.6",467.4,27.5,0.4674
16:35:12,"490.0",461.5,28.25,0.4615
16:35:13,"490.4",455.76,29,0.45576
16:35:14,"488.8",462.44,28,0.46244
16:35:15,"492.1",465.56,28,0.46556
16:35:16,"491.9",465.37,28,0.46537
16:35:17,"492.7",466.13,28,0.46613
16:35:18,"491.7",469.4,27.5,0.4694
16:35:19,"495.0",466.21,28.25,0.46621
16:35:20,"494.8",463.95,28.5,0.46395
16:35:21,"495.4",470.8,27.75,0.4708
16:35:22,"495.0",468.31,28,0.46831
16:35:23,"495.3",462.36,28.75,0.46236
16:35:24,"497.1",466.1,28.5,0.4661
16:35:25,"496.3",473.79,27.5,0.47379
16:35:26,"497.9",466.85,28.5,0.46685
16:35:27,"498.6",469.6,28.25,0.4696
16:35:28,"500.5",479.98,27.25,0.47998
16:35:29,"500.0",470.92,28.25,0.47092
16:35:30,"499.6",468.45,28.5,0.46845
16:35:31,"499.6",474.79,27.75,0.47479
16:35:32,"500.5",471.39,28.25,0.47139
16:35:33,"502.0",470.7,28.5,0.4707
16:35:34,"502.4",475.31,28,0.47531
16:35:35,"504.7",484.01,27.25,0.48401
16:35:36,"504.1",470.57,28.75,0.47057
16:35:37,"504.5",481.62,27.5,0.48162
16:35:38,"505.1",482.2,27.5,0.4822
16:35:39,"506.3",472.63,28.75,0.47263
16:35:40,"507.3",477.8,28.25,0.4778
16:35:41,"507.5",480.13,28,0.48013
16:35:42,"507.3",477.8,28.25,0.4778
16:35:43,"509.1",479.49,28.25,0.47949
16:35:44,"509.8",484.49,27.75,0.48449
16:35:45,"509.7",477.92,28.5,0.47792
16:35:46,"509.4",477.64,28.5,0.47764
16:35:46,"511.0",483.44,28,0.48344
16:35:47,"512.3",486.86,27.75,0.48686
16:35:48,"512.7",478.6,28.75,0.4786
16:35:49,"512.7",485.05,28,0.48505
16:35:50,"513.2",487.72,27.75,0.48772
16:35:51,"514.8",484.86,28.25,0.48486
16:35:52,"514.9",482.79,28.5,0.48279
16:35:53,"514.9",489.33,27.75,0.48933
16:35:54,"515.5",483.36,28.5,0.48336
16:35:55,"517.3",485.04,28.5,0.48504
16:35:56,"517.3",489.4,28,0.4894
16:35:57,"516.7",488.84,28,0.48884
16:35:58,"518.5",484.01,28.75,0.48401
16:35:59,"519.9",487.48,28.5,0.48748
16:36:00,"519.1",491.11,28,0.49111
16:36:01,"519.5",487.11,28.5,0.48711
16:36:02,"519.7",485.13,28.75,0.48513
16:36:03,"521.5",495.6,27.75,0.4956
16:36:04,"522.2",489.64,28.5,0.48964
16:36:05,"521.5",480.42,29.5,0.48042
16:36:06,"523.0",492.58,28.25,0.49258
16:36:07,"524.4",493.9,28.25,0.4939
16:36:08,"524.6",494.09,28.25,0.49409
16:36:09,"524.2",489.33,28.75,0.48933
16:36:10,"523.7",499.95,27.5,0.49995
16:36:11,"528.2",497.48,28.25,0.49748
16:36:12,"525.3",488.2,29,0.4882
16:36:13,"525.8",490.83,28.75,0.49083
16:36:14,"528.8",498.05,28.25,0.49805
16:36:15,"527.0",491.95,28.75,0.49195
16:36:16,"527.9",494.98,28.5,0.49498
16:36:17,"527.5",496.82,28.25,0.49682
16:36:18,"528.7",497.95,28.25,0.49795
16:36:19,"530.8",493.31,29,0.49331
16:36:20,"532.0",498.83,28.5,0.49883
16:36:21,"531.9",503.22,28,0.50322
16:36:22,"531.2",502.55,28,0.50255
16:36:23,"532.2",494.61,29,0.49461
16:36:24,"533.9",496.19,29,0.49619
16:36:25,"533.5",502.47,28.25,0.50247
16:36:26,"533.9",498.39,28.75,0.49839
16:36:27,"535.1",499.51,28.75,0.49951
16:36:28,"535.9",509.29,27.75,0.50929
16:36:29,"535.3",506.43,28,0.50643
16:36:29,"535.7",497.86,29,0.49786
16:36:30,"538.8",502.96,28.75,0.50296
16:36:31,"538.3",506.99,28.25,0.50699
16:36:32,"538.6",502.78,28.75,0.50278
16:36:33,"538.4",502.59,28.75,0.50259
16:36:34,"540.3",506.61,28.5,0.50661
16:36:35,"541.3",514.42,27.75,0.51442
16:36:36,"539.6",501.49,29,0.50149
16:36:37,"541.0",505.02,28.75,0.50502
16:36:38,"542.6",515.66,27.75,0.51566
16:36:39,"543.8",509.89,28.5,0.50989
16:36:40,"544.6",508.38,28.75,0.50838
16:36:41,"543.1",511.51,28.25,0.51151
16:36:42,"544.8",513.12,28.25,0.51312
16:36:43,"546.0",507.43,29,0.50743
16:36:44,"544.2",505.76,29,0.50576
16:36:45,"546.0",518.89,27.75,0.51889
16:36:46,"547.5",513.36,28.5,0.51336
16:36:47,"547.6",508.92,29,0.50892
16:36:48,"546.5",514.72,28.25,0.51472
16:36:49,"546.5",507.9,29,0.5079
16:36:50,"548.0",509.29,29,0.50929
16:36:51,"549.5",510.69,29,0.51069
16:36:52,"551.2",516.83,28.5,0.51683
16:36:53,"550.3",515.99,28.5,0.51599
16:36:54,"551.4",512.45,29,0.51245
16:36:55,"553.3",523.46,28,0.52346
16:36:56,"552.1",517.67,28.5,0.51767
16:36:57,"552.2",510.94,29.25,0.51094
16:36:58,"552.6",515.85,28.75,0.51585
16:36:59,"554.8",517.9,28.75,0.5179
16:37:00,"554.8",513.35,29.25,0.51335
16:37:01,"553.9",517.06,28.75,0.51706
16:37:02,"554.3",519.74,28.5,0.51974
16:37:03,"556.4",524.04,28.25,0.52404
16:37:04,"556.2",514.64,29.25,0.51464
16:37:05,"556.0",523.66,28.25,0.52366
16:37:06,"556.5",521.8,28.5,0.5218
16:37:07,"558.4",516.68,29.25,0.51668
16:37:08,"558.9",521.73,28.75,0.52173
16:37:09,"558.3",525.83,28.25,0.52583
16:37:10,"558.7",519.24,29,0.51924
16:37:11,"560.4",523.13,28.75,0.52313
16:37:12,"561.6",528.94,28.25,0.52894
16:37:12,"558.8",523.96,28.5,0.52396
16:37:13,"560.1",520.54,29,0.52054
16:37:14,"560.9",525.93,28.5,0.52593
16:37:15,"564.0",526.49,28.75,0.52649
16:37:16,"560.7",518.81,29.25,0.51881
16:37:17,"563.3",528.18,28.5,0.52818
16:37:18,"564.5",536.47,27.75,0.53647
16:37:19,"566.2",528.54,28.75,0.52854
16:37:20,"565.2",522.97,29.25,0.52297
16:37:21,"566.0",530.71,28.5,0.53071
16:37:22,"566.3",530.99,28.5,0.53099
16:37:23,"568.9",531.06,28.75,0.53106
16:37:24,"567.5",532.11,28.5,0.53211
16:37:25,"568.3",537.65,28,0.53765
16:37:26,"568.3",530.5,28.75,0.5305
16:37:27,"570.2",525.29,29.5,0.52529
